n,GHE Load,ghe_Tin/HP_Tout,ghe_Tout/HP_Tin,bldgload
655,-7.38011,5.80607,6.68466,1000
656,-7.38009,5.80557,6.68416,1000
657,-7.38008,5.80508,6.68366,1000
658,-7.38006,5.80458,6.68316,1000
659,-7.38005,5.80408,6.68266,1000
660,-7.38003,5.80359,6.68216,1000
661,-7.38001,5.80309,6.68167,1000
662,-7.38,5.8026,6.68117,1000
663,-7.37998,5.8021,6.68067,1000
664,-7.37997,5.80161,6.68018,1000
665,-7.37995,5.80112,6.67969,1000
666,-7.37994,5.80063,6.67919,1000
667,-7.37992,5.80014,6.6787,1000
668,-7.3799,5.79965,6.67821,1000
669,-7.37989,5.79916,6.67772,1000
670,-7.37987,5.79867,6.67723,1000
671,-7.37986,5.79818,6.67674,1000
672,-7.37984,5.7977,6.67625,1000
673,-7.37983,5.79721,6.67576,1000
674,-7.37981,5.79673,6.67528,1000
675,-7.3798,5.79624,6.67479,1000
676,-7.37978,5.79576,6.6743,1000
677,-7.37976,5.79528,6.67382,1000
678,-7.37975,5.79479,6.67333,1000
679,-7.37973,5.79431,6.67285,1000
680,-7.37972,5.79383,6.67237,1000
681,-7.3797,5.79335,6.67189,1000
682,-7.37969,5.79287,6.6714,1000
683,-7.37967,5.79239,6.67092,1000
684,-7.37966,5.79191,6.67044,1000
685,-7.37964,5.79144,6.66996,1000
686,-7.37963,5.79096,6.66949,1000
687,-7.37961,5.79048,6.66901,1000
688,-7.3796,5.79001,6.66853,1000
689,-7.37958,5.78953,6.66805,1000
690,-7.37956,5.78906,6.66758,1000
691,-7.37955,5.78858,6.6671,1000
692,-7.37953,5.78811,6.66663,1000
693,-7.37952,5.78764,6.66615,1000
694,-7.3795,5.78717,6.66568,1000
695,-7.37949,5.7867,6.66521,1000
696,-7.37947,5.78623,6.66474,1000
697,-7.37946,5.78576,6.66427,1000
698,-7.37944,5.78529,6.66379,1000
699,-7.37943,5.78482,6.66332,1000
700,-7.37941,5.78435,6.66285,1000
701,-7.3794,5.78389,6.66239,1000
702,-7.37938,5.78342,6.66192,1000
703,-7.37937,5.78295,6.66145,1000
704,-7.37935,5.78249,6.66098,1000
705,-7.37934,5.78203,6.66052,1000
706,-7.37932,5.78156,6.66005,1000
707,-7.37931,5.7811,6.65959,1000
708,-7.37929,5.78064,6.65912,1000
709,-7.37928,5.78018,6.65866,1000
710,-7.37926,5.77971,6.6582,1000
711,-7.37925,5.77925,6.65774,1000
712,-7.37923,5.77879,6.65727,1000
713,-7.37922,5.77834,6.65681,1000
714,-7.3792,5.77788,6.65635,1000
715,-7.37919,5.77742,6.65589,1000
716,-7.37917,5.77696,6.65544,1000
717,-7.37916,5.77651,6.65498,1000
718,-7.37914,5.77605,6.65452,1000
719,-7.37913,5.7756,6.65406,1000
720,-7.37911,5.77514,6.65361,1000
721,-7.3791,5.77469,6.65315,1000
722,-7.37908,5.77423,6.6527,1000
723,-7.37907,5.77378,6.65224,1000
724,-7.37905,5.77333,6.65179,1000
725,-7.37904,5.77288,6.65133,1000
726,-7.37902,5.77243,6.65088,1000
727,-7.37901,5.77198,6.65043,1000
728,-7.37899,5.77153,6.64998,1000
729,-7.37898,5.77108,6.64953,1000
730,-3.5578,7.95854,8.38208,-1000
731,1.2425,9.69528,9.54736,-1000
732,5.31456,10.8638,10.2311,-1000
733,8.03359,11.5497,10.5933,-1000
734,9.4765,11.913,10.7849,-1000
735,10.0265,12.1052,10.9116,-1000
736,10.0987,12.2323,11.0301,-1000
737,10.0043,12.3513,11.1603,-1000
738,9.91884,12.4819,11.3011,-1000
739,9.9081,12.6231,11.4436,-1000
740,9.97094,12.7662,11.5792,-1000
741,10.0785,12.9022,11.7024,-1000
742,10.1999,13.0259,11.8116,-1000
743,10.3131,13.1355,11.9077,-1000
744,10.4078,13.2319,11.9929,-1000
745,10.4823,13.3174,12.0696,-1000
746,10.54,13.3944,12.1396,-1000
747,10.5854,13.4647,12.2045,-1000
748,10.6231,13.5298,12.2651,-1000
749,10.656,13.5907,12.3221,-1000
750,10.6857,13.6478,12.3757,-1000
751,10.7132,13.7016,12.4263,-1000
752,10.7386,13.7524,12.474,-1000
753,10.7621,13.8003,12.5191,-1000
754,10.7835,13.8456,12.5618,-1000
755,10.8031,13.8884,12.6024,-1000
756,10.821,13.9291,12.6409,-1000
757,10.8373,13.9679,12.6777,-1000
758,10.8523,14.0048,12.7128,-1000
759,10.866,14.0401,12.7465,-1000
760,10.8788,14.0738,12.7787,-1000
761,10.8905,14.1062,12.8097,-1000
762,10.9015,14.1373,12.8395,-1000
763,10.9118,14.1672,12.8681,-1000
764,10.9214,14.196,12.8958,-1000
765,10.9304,14.2237,12.9225,-1000
766,10.9389,14.2505,12.9482,-1000
767,10.9468,14.2763,12.9732,-1000
768,10.9543,14.3014,12.9973,-1000
769,10.9615,14.3256,13.0207,-1000
770,10.9681,14.349,13.0433,-1000
771,10.9744,14.3718,13.0653,-1000
772,10.9804,14.3939,13.0867,-1000
773,10.9861,14.4154,13.1075,-1000
774,10.9916,14.4362,13.1277,-1000
775,10.9968,14.4565,13.1474,-1000
776,11.0017,14.4763,13.1666,-1000
777,11.0064,14.4955,13.1852,-1000
778,11.0109,14.5143,13.2035,-1000
779,11.0152,14.5326,13.2213,-1000
780,11.0193,14.5504,13.2386,-1000
781,11.0233,14.5679,13.2556,-1000
782,11.0271,14.5849,13.2722,-1000
783,11.0307,14.6015,13.2884,-1000
784,11.0342,14.6178,13.3042,-1000
785,11.0375,14.6337,13.3198,-1000
786,11.0408,14.6493,13.335,-1000
787,11.0439,14.6646,13.3498,-1000
788,11.047,14.6795,13.3644,-1000
789,11.0499,14.6942,13.3787,-1000
790,11.0527,14.7085,13.3927,-1000
791,11.0554,14.7226,13.4065,-1000
792,11.0586,14.7364,13.4199,-1000
793,11.0647,14.7499,13.4327,-1000
794,11.0747,14.7627,13.4443,-1000
795,11.0875,14.7744,13.4544,-1000
796,11.1007,14.7845,13.463,-1000
797,11.1121,14.7932,13.4703,-1000
798,11.1206,14.8005,13.4766,-1000
799,11.1262,14.8068,13.4823,-1000
800,11.1293,14.8125,13.4876,-1000
801,11.1308,14.8179,13.4928,-1000
802,11.1318,14.823,13.4978,-1000
803,11.1326,14.8281,13.5028,-1000
804,11.1336,14.8331,13.5077,-1000
805,11.1349,14.838,13.5125,-1000
806,11.1363,14.8428,13.5171,-1000
807,11.1377,14.8474,13.5215,-1000
808,11.1391,14.8519,13.5258,-1000
809,11.1403,14.8562,13.53,-1000
810,11.1415,14.8604,13.5341,-1000
811,11.1425,14.8645,13.538,-1000
812,11.1434,14.8685,13.5419,-1000
813,11.1442,14.8724,13.5457,-1000
814,11.145,14.8762,13.5494,-1000
815,11.1458,14.8799,13.553,-1000
816,11.1465,14.8835,13.5566,-1000
817,11.1472,14.8871,13.5601,-1000
818,11.1479,14.8906,13.5635,-1000
819,11.1485,14.894,13.5668,-1000
820,11.1491,14.8974,13.5701,-1000
821,11.1497,14.9007,13.5734,-1000
822,11.1503,14.904,13.5766,-1000
823,11.1508,14.9072,13.5797,-1000
824,11.1514,14.9103,13.5828,-1000
825,11.1519,14.9134,13.5858,-1000
826,11.1524,14.9165,13.5888,-1000
827,11.1529,14.9195,13.5917,-1000
828,11.1533,14.9224,13.5946,-1000
829,11.1538,14.9253,13.5975,-1000
830,11.1542,14.9282,13.6003,-1000
831,11.1547,14.931,13.6031,-1000
832,11.1551,14.9338,13.6058,-1000
833,11.1555,14.9365,13.6085,-1000
834,11.1559,14.9393,13.6112,-1000
835,11.1563,14.9419,13.6138,-1000
836,11.1567,14.9446,13.6164,-1000
837,11.157,14.9472,13.6189,-1000
838,11.1574,14.9497,13.6215,-1000
839,11.1578,14.9523,13.624,-1000
840,11.1581,14.9548,13.6264,-1000
841,11.1584,14.9572,13.6289,-1000
842,11.1588,14.9597,13.6313,-1000
843,11.1591,14.9621,13.6336,-1000
844,11.1594,14.9645,13.636,-1000
845,11.1592,14.9668,13.6384,-1000
846,11.1586,14.9692,13.6408,-1000
847,11.1583,14.9717,13.6433,-1000
848,11.1585,14.9742,13.6458,-1000
849,11.1591,14.9767,13.6482,-1000
850,11.1597,14.9792,13.6506,-1000
851,11.1603,14.9815,13.6529,-1000
852,11.1607,14.9839,13.6552,-1000
853,11.1611,14.9861,13.6574,-1000
854,11.1614,14.9884,13.6596,-1000
855,11.1617,14.9906,13.6618,-1000
856,11.1611,14.9928,13.6641,-1000
857,11.1584,14.995,13.6667,-1000
858,11.1536,14.9976,13.6698,-1000
859,11.1477,15.0008,13.6737,-1000
860,11.1418,15.0047,13.6783,-1000
861,11.1371,15.0093,13.6835,-1000
862,11.1341,15.0146,13.6891,-1000
863,11.1326,15.0201,13.6948,-1000
864,11.1323,15.0259,13.7006,-1000
865,11.1327,15.0318,13.7064,-1000
866,11.1333,15.0376,13.7122,-1000
867,11.1339,15.0434,13.7179,-1000
868,11.1343,15.0491,13.7236,-1000
869,11.1346,15.0548,13.7292,-1000
870,11.1348,15.0605,13.7349,-1000
871,11.135,15.0662,13.7406,-1000
872,11.1352,15.0718,13.7462,-1000
873,11.1354,15.0775,13.7519,-1000
874,11.1357,15.0832,13.7575,-1000
875,11.1361,15.0889,13.7632,-1000
876,11.1365,15.0945,13.7688,-1000
877,11.1369,15.1002,13.7743,-1000
878,11.1373,15.1058,13.7799,-1000
879,11.1377,15.1113,13.7854,-1000
880,11.1381,15.1169,13.7909,-1000
881,11.1386,15.1224,13.7964,-1000
882,11.139,15.1279,13.8018,-1000
883,11.1394,15.1334,13.8072,-1000
884,11.1399,15.1388,13.8126,-1000
885,11.1403,15.1442,13.818,-1000
886,11.1407,15.1496,13.8233,-1000
887,11.1412,15.1549,13.8286,-1000
888,11.1416,15.1603,13.8339,-1000
889,11.142,15.1655,13.8391,-1000
890,11.1425,15.1708,13.8443,-1000
891,11.1429,15.176,13.8495,-1000
892,11.1433,15.1812,13.8546,-1000
893,11.1437,15.1864,13.8598,-1000
894,11.1442,15.1915,13.8648,-1000
895,11.1446,15.1966,13.8699,-1000
896,11.145,15.2017,13.8749,-1000
897,11.1454,15.2068,13.8799,-1000
898,11.1458,15.2118,13.8849,-1000
899,11.1463,15.2168,13.8898,-1000
900,11.1467,15.2217,13.8948,-1000
901,11.1471,15.2267,13.8996,-1000
902,11.1475,15.2316,13.9045,-1000
903,11.1479,15.2365,13.9093,-1000
904,11.1483,15.2413,13.9141,-1000
905,11.1487,15.2461,13.9189,-1000
906,11.1491,15.2509,13.9237,-1000
907,11.1495,15.2557,13.9284,-1000
908,11.1499,15.2604,13.9331,-1000
909,11.1502,15.2652,13.9378,-1000
910,11.1506,15.2699,13.9424,-1000
911,11.151,15.2745,13.947,-1000
912,11.1514,15.2792,13.9516,-1000
913,11.1517,15.2838,13.9562,-1000
914,11.1521,15.2884,13.9607,-1000
915,11.1525,15.2929,13.9652,-1000
916,11.1529,15.2974,13.9697,-1000
917,11.1532,15.302,13.9742,-1000
918,11.1536,15.3064,13.9786,-1000
919,11.1539,15.3109,13.9831,-1000
920,11.1543,15.3153,13.9875,-1000
921,11.1546,15.3198,13.9918,-1000
922,11.1549,15.3241,13.9962,-1000
923,11.1553,15.3285,14.0005,-1000
924,11.1556,15.3329,14.0048,-1000
925,11.1559,15.3372,14.0091,-1000
926,11.1562,15.3415,14.0134,-1000
927,11.1565,15.3458,14.0177,-1000
928,11.1568,15.3501,14.0219,-1000
929,11.1572,15.3543,14.0261,-1000
930,11.1575,15.3586,14.0303,-1000
931,11.1578,15.3628,14.0345,-1000
932,11.1582,15.367,14.0386,-1000
933,11.1585,15.3711,14.0427,-1000
934,11.1588,15.3753,14.0468,-1000
935,11.1591,15.3794,14.0509,-1000
936,11.1595,15.3835,14.055,-1000
937,11.1598,15.3876,14.059,-1000
938,11.1601,15.3916,14.063,-1000
939,11.1604,15.3957,14.067,-1000
940,11.1607,15.3997,14.071,-1000
941,11.161,15.4037,14.075,-1000
942,11.1613,15.4077,14.0789,-1000
943,11.1616,15.4116,14.0829,-1000
944,11.1619,15.4156,14.0868,-1000
945,11.1622,15.4195,14.0906,-1000
946,11.1625,15.4234,14.0945,-1000
947,11.1628,15.4273,14.0983,-1000
948,11.1631,15.4311,14.1022,-1000
949,11.1634,15.435,14.106,-1000
950,11.1637,15.4388,14.1098,-1000
951,11.164,15.4426,14.1135,-1000
952,11.1643,15.4464,14.1173,-1000
953,11.1646,15.4501,14.121,-1000
954,11.1648,15.4539,14.1247,-1000
955,11.1651,15.4576,14.1284,-1000
956,11.1654,15.4613,14.1321,-1000
957,11.1657,15.465,14.1358,-1000
958,11.1659,15.4687,14.1394,-1000
959,11.1662,15.4724,14.1431,-1000
960,11.1667,15.476,14.1467,-1000
961,11.1676,15.4796,14.1501,-1000
962,11.169,15.4831,14.1535,-1000
963,11.1707,15.4865,14.1567,-1000
964,11.1723,15.4897,14.1596,-1000
965,11.1736,15.4927,14.1625,-1000
966,11.1746,15.4955,14.1652,-1000
967,11.1753,15.4982,14.1679,-1000
968,11.1757,15.5009,14.1705,-1000
969,11.1759,15.5035,14.1731,-1000
970,11.1761,15.5062,14.1757,-1000
971,11.1763,15.5088,14.1783,-1000
972,11.1765,15.5114,14.1808,-1000
973,11.1768,15.5139,14.1834,-1000
974,11.177,15.5165,14.1859,-1000
975,11.1773,15.519,14.1884,-1000
976,11.1776,15.5216,14.1909,-1000
977,11.1778,15.5241,14.1934,-1000
978,11.178,15.5265,14.1958,-1000
979,11.1783,15.529,14.1983,-1000
980,11.1785,15.5314,14.2007,-1000
981,11.1787,15.5339,14.2031,-1000
982,11.1789,15.5363,14.2055,-1000
983,11.1791,15.5387,14.2078,-1000
984,11.1793,15.5411,14.2102,-1000
985,11.1795,15.5434,14.2126,-1000
986,11.1797,15.5458,14.2149,-1000
987,11.1799,15.5482,14.2172,-1000
988,11.1801,15.5505,14.2195,-1000
989,11.1802,15.5528,14.2218,-1000
990,11.1804,15.5551,14.2241,-1000
991,11.1806,15.5574,14.2264,-1000
992,11.1808,15.5597,14.2287,-1000
993,11.181,15.562,14.2309,-1000
994,11.1811,15.5642,14.2331,-1000
995,11.1813,15.5665,14.2354,-1000
996,11.1815,15.5687,14.2376,-1000
997,11.1816,15.571,14.2398,-1000
998,11.1818,15.5732,14.242,-1000
999,11.1819,15.5754,14.2442,-1000
1000,11.1821,15.5776,14.2464,-1000
1001,11.1823,15.5798,14.2486,-1000
1002,11.1824,15.582,14.2507,-1000
1003,11.1826,15.5841,14.2529,-1000
1004,11.1827,15.5863,14.255,-1000
1005,11.1829,15.5884,14.2571,-1000
1006,11.183,15.5906,14.2593,-1000
1007,11.1832,15.5927,14.2614,-1000
1008,11.1833,15.5948,14.2635,-1000
1009,11.1835,15.597,14.2656,-1000
1010,11.1836,15.5991,14.2677,-1000
1011,11.1838,15.6012,14.2698,-1000
1012,11.1839,15.6033,14.2718,-1000
1013,11.1841,15.6053,14.2739,-1000
1014,11.1842,15.6074,14.276,-1000
1015,11.1844,15.6095,14.278,-1000
1016,11.1845,15.6115,14.28,-1000
1017,11.1846,15.6136,14.2821,-1000
1018,11.1848,15.6156,14.2841,-1000
1019,11.1849,15.6177,14.2861,-1000
1020,11.1851,15.6197,14.2881,-1000
1021,11.1852,15.6217,14.2901,-1000
1022,11.1853,15.6237,14.2921,-1000
1023,11.1855,15.6257,14.2941,-1000
1024,11.1856,15.6277,14.2961,-1000
1025,11.1858,15.6297,14.298,-1000
1026,11.1859,15.6316,14.3,-1000
1027,11.186,15.6336,14.3019,-1000
1028,11.1862,15.6356,14.3039,-1000
1029,11.1863,15.6375,14.3058,-1000
1030,11.1864,15.6395,14.3077,-1000
1031,11.1866,15.6414,14.3097,-1000
1032,11.1867,15.6433,14.3116,-1000
1033,11.1868,15.6452,14.3135,-1000
1034,11.187,15.6472,14.3154,-1000
1035,11.1871,15.6491,14.3173,-1000
1036,11.1872,15.651,14.3192,-1000
1037,11.1873,15.6529,14.321,-1000
1038,11.1875,15.6547,14.3229,-1000
1039,11.1876,15.6566,14.3248,-1000
1040,11.1877,15.6585,14.3266,-1000
1041,11.1878,15.6604,14.3285,-1000
1042,11.188,15.6622,14.3303,-1000
1043,11.1881,15.6641,14.3321,-1000
1044,11.1882,15.6659,14.334,-1000
1045,11.1883,15.6677,14.3358,-1000
1046,11.1884,15.6696,14.3376,-1000
1047,11.1886,15.6714,14.3394,-1000
1048,11.1887,15.6732,14.3412,-1000
1049,11.1888,15.675,14.343,-1000
1050,11.1889,15.6768,14.3448,-1000
1051,11.189,15.6786,14.3466,-1000
1052,11.1891,15.6804,14.3484,-1000
1053,11.1893,15.6822,14.3502,-1000
1054,11.1894,15.684,14.3519,-1000
1055,11.1895,15.6858,14.3537,-1000
1056,11.1896,15.6875,14.3554,-1000
1057,11.1897,15.6893,14.3572,-1000
1058,11.1898,15.6911,14.3589,-1000
1059,11.1899,15.6928,14.3607,-1000
1060,11.1901,15.6945,14.3624,-1000
1061,11.1902,15.6963,14.3641,-1000
1062,11.1903,15.698,14.3658,-1000
1063,11.1904,15.6997,14.3676,-1000
1064,11.1905,15.7015,14.3693,-1000
1065,11.1906,15.7032,14.371,-1000
1066,11.1907,15.7049,14.3727,-1000
1067,11.1908,15.7066,14.3744,-1000
1068,11.1909,15.7083,14.376,-1000
1069,11.191,15.71,14.3777,-1000
1070,11.1911,15.7117,14.3794,-1000
1071,11.1912,15.7134,14.3811,-1000
1072,11.1913,15.715,14.3827,-1000
1073,11.1915,15.7167,14.3844,-1000
1074,11.1916,15.7184,14.386,-1000
1075,11.1917,15.72,14.3877,-1000
1076,11.1918,15.7217,14.3893,-1000
1077,11.1919,15.7233,14.391,-1000
1078,11.192,15.725,14.3926,-1000
1079,11.1921,15.7266,14.3942,-1000
1080,11.1922,15.7283,14.3958,-1000
1081,11.1923,15.7299,14.3975,-1000
1082,11.1924,15.7315,14.3991,-1000
1083,11.1925,15.7331,14.4007,-1000
1084,11.1926,15.7347,14.4023,-1000
1085,11.1927,15.7363,14.4039,-1000
1086,11.1928,15.7379,14.4055,-1000
1087,11.1929,15.7395,14.4071,-1000
1088,11.193,15.7411,14.4086,-1000
1089,11.1931,15.7427,14.4102,-1000
1090,11.1932,15.7443,14.4118,-1000
1091,11.1933,15.7459,14.4134,-1000
1092,11.1933,15.7475,14.4149,-1000
1093,11.1934,15.749,14.4165,-1000
1094,11.1935,15.7506,14.418,-1000
1095,11.1936,15.7522,14.4196,-1000
1096,11.1937,15.7537,14.4211,-1000
1097,11.1938,15.7553,14.4227,-1000
1098,11.1939,15.7568,14.4242,-1000
1099,11.194,15.7584,14.4258,-1000
1100,11.1941,15.7599,14.4273,-1000
1101,11.1942,15.7614,14.4288,-1000
1102,11.1943,15.763,14.4303,-1000
1103,11.1944,15.7645,14.4318,-1000
1104,11.1945,15.766,14.4333,-1000
1105,11.1946,15.7675,14.4349,-1000
1106,11.1947,15.769,14.4364,-1000
1107,11.1947,15.7706,14.4378,-1000
1108,11.1948,15.7721,14.4393,-1000
1109,11.1949,15.7736,14.4408,-1000
1110,11.195,15.7751,14.4423,-1000
1111,11.1951,15.7765,14.4438,-1000
1112,11.1952,15.778,14.4453,-1000
1113,11.1953,15.7795,14.4467,-1000
1114,11.1954,15.781,14.4482,-1000
1115,11.1955,15.7825,14.4497,-1000
1116,11.1956,15.7839,14.4511,-1000
1117,11.1956,15.7854,14.4526,-1000
1118,11.1957,15.7868,14.454,-1000
1119,11.1958,15.7883,14.4555,-1000
1120,11.1959,15.7898,14.4569,-1000
1121,11.196,15.7912,14.4583,-1000
1122,11.1961,15.7926,14.4598,-1000
1123,11.1962,15.7941,14.4612,-1000
1124,11.1962,15.7955,14.4626,-1000
1125,11.1963,15.797,14.4641,-1000
1126,11.1964,15.7984,14.4655,-1000
1127,11.1965,15.7998,14.4669,-1000
1128,11.1966,15.8012,14.4683,-1000
1129,11.1967,15.8026,14.4697,-1000
1130,11.1968,15.804,14.4711,-1000
1131,11.1968,15.8055,14.4725,-1000
1132,11.1969,15.8069,14.4739,-1000
1133,11.197,15.8083,14.4753,-1000
1134,11.1971,15.8096,14.4767,-1000
1135,11.1972,15.811,14.478,-1000
1136,11.1972,15.8124,14.4794,-1000
1137,11.1973,15.8138,14.4808,-1000
1138,11.1974,15.8152,14.4822,-1000
1139,11.1975,15.8166,14.4835,-1000
1140,11.1976,15.8179,14.4849,-1000
1141,11.1977,15.8193,14.4863,-1000
1142,11.1977,15.8207,14.4876,-1000
1143,11.1978,15.822,14.489,-1000
1144,11.1979,15.8234,14.4903,-1000
1145,11.198,15.8247,14.4917,-1000
1146,11.1981,15.8261,14.493,-1000
1147,11.1981,15.8274,14.4943,-1000
1148,11.1982,15.8288,14.4957,-1000
1149,11.1983,15.8301,14.497,-1000
1150,11.1984,15.8315,14.4983,-1000
1151,11.1984,15.8328,14.4996,-1000
1152,11.1985,15.8341,14.501,-1000
1153,11.1986,15.8354,14.5023,-1000
1154,11.1987,15.8368,14.5036,-1000
1155,11.1988,15.8381,14.5049,-1000
1156,11.1988,15.8394,14.5062,-1000
1157,11.1989,15.8407,14.5075,-1000
1158,11.199,15.842,14.5088,-1000
1159,11.1991,15.8433,14.5101,-1000
1160,11.1991,15.8446,14.5114,-1000
1161,11.1992,15.8459,14.5127,-1000
1162,11.1993,15.8472,14.514,-1000
1163,11.1994,15.8485,14.5152,-1000
1164,11.1994,15.8498,14.5165,-1000
1165,11.1995,15.8511,14.5178,-1000
1166,11.1996,15.8524,14.5191,-1000
1167,11.1996,15.8536,14.5203,-1000
1168,11.1997,15.8549,14.5216,-1000
1169,11.1998,15.8562,14.5229,-1000
1170,11.1999,15.8574,14.5241,-1000
1171,11.1999,15.8587,14.5254,-1000
1172,11.2,15.86,14.5266,-1000
1173,11.2001,15.8612,14.5279,-1000
1174,11.2002,15.8625,14.5291,-1000
1175,11.2002,15.8637,14.5304,-1000
1176,11.2003,15.865,14.5316,-1000
1177,11.2004,15.8662,14.5328,-1000
1178,11.2004,15.8675,14.5341,-1000
1179,11.2005,15.8687,14.5353,-1000
1180,11.2006,15.8699,14.5365,-1000
1181,11.2007,15.8712,14.5378,-1000
1182,11.2007,15.8724,14.539,-1000
1183,11.2008,15.8736,14.5402,-1000
1184,11.2009,15.8749,14.5414,-1000
1185,11.2009,15.8761,14.5426,-1000
1186,11.201,15.8773,14.5438,-1000
1187,11.2011,15.8785,14.545,-1000
1188,11.2011,15.8797,14.5463,-1000
1189,11.2012,15.8809,14.5475,-1000
1190,11.2013,15.8821,14.5487,-1000
1191,11.2013,15.8833,14.5498,-1000
1192,11.2014,15.8845,14.551,-1000
1193,11.2015,15.8857,14.5522,-1000
1194,11.2014,15.8869,14.5534,-1000
1195,11.201,15.8881,14.5547,-1000
1196,11.2005,15.8894,14.556,-1000
1197,11.1999,15.8907,14.5574,-1000
1198,11.1993,15.8921,14.5589,-1000
1199,11.1989,15.8936,14.5604,-1000
1200,11.1987,15.8952,14.562,-1000
1201,11.1986,15.8967,14.5636,-1000
1202,11.1986,15.8983,14.5651,-1000
1203,11.1987,15.8999,14.5667,-1000
1204,11.1988,15.9015,14.5683,-1000
1205,11.1989,15.9031,14.5699,-1000
1206,11.199,15.9047,14.5714,-1000
1207,11.199,15.9062,14.573,-1000
1208,11.1991,15.9078,14.5746,-1000
1209,11.1991,15.9094,14.5762,-1000
1210,11.1992,15.911,14.5777,-1000
1211,11.1992,15.9126,14.5793,-1000
1212,11.1993,15.9141,14.5809,-1000
1213,11.1993,15.9157,14.5825,-1000
1214,11.1994,15.9173,14.584,-1000
1215,11.1995,15.9189,14.5856,-1000
1216,11.1996,15.9204,14.5872,-1000
1217,11.1996,15.922,14.5887,-1000
1218,11.1997,15.9236,14.5903,-1000
1219,11.1998,15.9252,14.5919,-1000
1220,11.1999,15.9267,14.5934,-1000
1221,11.1999,15.9283,14.595,-1000
1222,11.2,15.9299,14.5965,-1000
1223,11.2001,15.9314,14.5981,-1000
1224,11.2002,15.933,14.5996,-1000
1225,11.2003,15.9345,14.6012,-1000
1226,11.2003,15.9361,14.6027,-1000
1227,11.2004,15.9376,14.6042,-1000
1228,11.2005,15.9392,14.6058,-1000
1229,11.2006,15.9407,14.6073,-1000
1230,11.2007,15.9423,14.6088,-1000
1231,11.2007,15.9438,14.6104,-1000
1232,11.2008,15.9453,14.6119,-1000
1233,11.2009,15.9469,14.6134,-1000
1234,11.201,15.9484,14.6149,-1000
1235,11.2011,15.9499,14.6165,-1000
1236,11.2011,15.9514,14.618,-1000
1237,11.2012,15.953,14.6195,-1000
1238,11.2013,15.9545,14.621,-1000
1239,11.2014,15.956,14.6225,-1000
1240,11.2014,15.9575,14.624,-1000
1241,11.2015,15.959,14.6255,-1000
1242,11.2016,15.9605,14.627,-1000
1243,11.2017,15.962,14.6285,-1000
1244,11.2018,15.9635,14.63,-1000
1245,11.2018,15.965,14.6315,-1000
1246,11.2019,15.9665,14.6329,-1000
1247,11.202,15.968,14.6344,-1000
1248,11.2021,15.9695,14.6359,-1000
1249,11.2022,15.971,14.6374,-1000
1250,11.2022,15.9725,14.6389,-1000
1251,11.2023,15.9739,14.6403,-1000
1252,11.2024,15.9754,14.6418,-1000
1253,11.2025,15.9769,14.6433,-1000
1254,11.2025,15.9784,14.6447,-1000
1255,11.2026,15.9798,14.6462,-1000
1256,11.2027,15.9813,14.6476,-1000
1257,11.2028,15.9828,14.6491,-1000
1258,11.2029,15.9842,14.6505,-1000
1259,11.2029,15.9857,14.652,-1000
1260,11.203,15.9871,14.6534,-1000
1261,11.2031,15.9886,14.6549,-1000
1262,11.2032,15.99,14.6563,-1000
1263,11.2032,15.9915,14.6578,-1000
1264,11.2033,15.9929,14.6592,-1000
1265,11.2034,15.9944,14.6606,-1000
1266,11.2034,15.9958,14.662,-1000
1267,11.2035,15.9972,14.6635,-1000
1268,11.2036,15.9987,14.6649,-1000
1269,11.2037,16.0001,14.6663,-1000
1270,11.2038,16.0015,14.6677,-1000
1271,11.2038,16.0029,14.6692,-1000
1272,11.2039,16.0044,14.6706,-1000
1273,11.204,16.0058,14.672,-1000
1274,11.2041,16.0072,14.6734,-1000
1275,11.2041,16.0086,14.6748,-1000
1276,11.2042,16.01,14.6762,-1000
1277,11.2043,16.0114,14.6776,-1000
1278,11.2043,16.0128,14.679,-1000
1279,11.2044,16.0142,14.6804,-1000
1280,11.2045,16.0156,14.6818,-1000
1281,11.2046,16.017,14.6832,-1000
1282,11.2046,16.0184,14.6845,-1000
1283,11.2047,16.0198,14.6859,-1000
1284,11.2048,16.0212,14.6873,-1000
1285,11.2049,16.0226,14.6887,-1000
1286,11.2049,16.024,14.6901,-1000
1287,11.205,16.0254,14.6914,-1000
1288,11.2051,16.0267,14.6928,-1000
1289,11.2052,16.0281,14.6942,-1000
1290,11.2052,16.0295,14.6955,-1000
1291,11.2053,16.0309,14.6969,-1000
1292,11.2054,16.0322,14.6983,-1000
1293,11.2054,16.0336,14.6996,-1000
1294,11.2055,16.035,14.701,-1000
1295,11.2056,16.0363,14.7023,-1000
1296,11.2057,16.0377,14.7037,-1000
1297,11.2057,16.039,14.705,-1000
1298,11.2058,16.0404,14.7064,-1000
1299,11.2059,16.0417,14.7077,-1000
1300,11.2059,16.0431,14.709,-1000
1301,11.206,16.0444,14.7104,-1000
1302,11.2061,16.0458,14.7117,-1000
1303,11.2061,16.0471,14.713,-1000
1304,11.2062,16.0484,14.7144,-1000
1305,11.2063,16.0498,14.7157,-1000
1306,11.2064,16.0511,14.717,-1000
1307,11.2064,16.0524,14.7183,-1000
1308,11.2065,16.0538,14.7197,-1000
1309,11.2066,16.0551,14.721,-1000
1310,11.2066,16.0564,14.7223,-1000
1311,11.2067,16.0577,14.7236,-1000
