n,GHE Load,ghe_Tin/HP_Tout,ghe_Tout/HP_Tin,bldgload
4947,-7.39192,6.21193,7.09192,1000
4948,-7.39189,6.21071,7.0907,1000
4949,-7.39185,6.2095,7.08948,1000
4950,-7.39182,6.20828,7.08826,1000
4951,-7.39179,6.20707,7.08704,1000
4952,-7.39175,6.20586,7.08583,1000
4953,-7.39172,6.20465,7.08462,1000
4954,-7.39169,6.20345,7.08341,1000
4955,-7.39165,6.20225,7.0822,1000
4956,-7.39162,6.20105,7.081,1000
4957,-7.39159,6.19985,7.0798,1000
4958,-7.39155,6.19865,7.0786,1000
4959,-7.39152,6.19746,7.0774,1000
4960,-7.39149,6.19627,7.07621,1000
4961,-7.39145,6.19508,7.07501,1000
4962,-7.39142,6.19389,7.07382,1000
4963,-7.39139,6.19271,7.07263,1000
4964,-7.39136,6.19152,7.07145,1000
4965,-7.39132,6.19034,7.07026,1000
4966,-7.39129,6.18917,7.06908,1000
4967,-7.39126,6.18799,7.0679,1000
4968,-7.39122,6.18682,7.06673,1000
4969,-7.39119,6.18565,7.06555,1000
4970,-7.39116,6.18448,7.06438,1000
4971,-7.39113,6.18331,7.06321,1000
4972,-7.3911,6.18215,7.06204,1000
4973,-7.39106,6.18098,7.06087,1000
4974,-7.39103,6.17982,7.05971,1000
4975,-7.391,6.17867,7.05855,1000
4976,-7.39097,6.17751,7.05739,1000
4977,-7.39094,6.17636,7.05623,1000
4978,-7.39091,6.17521,7.05508,1000
4979,-7.39088,6.17406,7.05393,1000
4980,-7.39085,6.17292,7.05278,1000
4981,-7.39082,6.17177,7.05163,1000
4982,-7.39078,6.17063,7.05049,1000
4983,-7.39075,6.16949,7.04934,1000
4984,-7.39072,6.16835,7.0482,1000
4985,-7.39069,6.16722,7.04706,1000
4986,-7.39065,6.16609,7.04593,1000
4987,-7.39062,6.16496,7.04479,1000
4988,-7.39059,6.16383,7.04366,1000
4989,-7.39056,6.1627,7.04253,1000
4990,-7.39053,6.16157,7.0414,1000
4991,-7.3905,6.16045,7.04027,1000
4992,-7.39046,6.15933,7.03915,1000
4993,-7.39043,6.15821,7.03803,1000
4994,-7.3904,6.1571,7.03691,1000
4995,-7.39037,6.15598,7.03579,1000
4996,-7.39034,6.15487,7.03467,1000
4997,-7.3903,6.15376,7.03356,1000
4998,-7.39027,6.15265,7.03244,1000
4999,-7.39024,6.15154,7.03133,1000
5000,-7.39021,6.15044,7.03023,1000
5001,-7.39018,6.14934,7.02912,1000
5002,-7.39015,6.14824,7.02802,1000
5003,-7.39011,6.14714,7.02691,1000
5004,-7.39008,6.14604,7.02581,1000
5005,-7.39005,6.14495,7.02471,1000
5006,-7.39002,6.14385,7.02362,1000
5007,-7.38999,6.14276,7.02252,1000
5008,-7.38996,6.14167,7.02143,1000
5009,-7.38992,6.14059,7.02034,1000
5010,-7.38989,6.1395,7.01925,1000
5011,-7.38986,6.13842,7.01816,1000
5012,-7.38983,6.13734,7.01708,1000
5013,-7.3898,6.13626,7.016,1000
5014,-7.38977,6.13518,7.01492,1000
5015,-7.38974,6.13411,7.01384,1000
5016,-7.3897,6.13303,7.01276,1000
5017,-7.38967,6.13196,7.01168,1000
5018,-7.38964,6.13089,7.01061,1000
5019,-7.38961,6.12982,7.00954,1000
5020,-7.38958,6.12876,7.00847,1000
5021,-7.38955,6.12769,7.0074,1000
5022,-7.38952,6.12663,7.00633,1000
5023,-7.38949,6.12557,7.00527,1000
5024,-7.38946,6.12451,7.00421,1000
5025,-7.38943,6.12345,7.00315,1000
5026,-7.38939,6.1224,7.00209,1000
5027,-7.38936,6.12135,7.00103,1000
5028,-7.38933,6.12029,6.99998,1000
5029,-7.3893,6.11924,6.99892,1000
5030,-7.38927,6.1182,6.99787,1000
5031,-7.38924,6.11715,6.99682,1000
5032,-7.38921,6.11611,6.99577,1000
5033,-7.38918,6.11506,6.99473,1000
5034,-7.38915,6.11402,6.99368,1000
5035,-7.38912,6.11298,6.99264,1000
5036,-7.38909,6.11195,6.9916,1000
5037,-7.38906,6.11091,6.99056,1000
5038,-7.38902,6.10988,6.98952,1000
5039,-7.38899,6.10885,6.98849,1000
5040,-7.38896,6.10782,6.98746,1000
5041,-7.38893,6.10679,6.98642,1000
5042,-7.3889,6.10576,6.98539,1000
5043,-7.38887,6.10474,6.98436,1000
5044,-7.38884,6.10371,6.98334,1000
5045,-7.38881,6.10269,6.98231,1000
5046,-7.38878,6.10167,6.98129,1000
5047,-7.38875,6.10065,6.98027,1000
5048,-7.38872,6.09964,6.97925,1000
5049,-7.38869,6.09862,6.97823,1000
5050,-7.38866,6.09761,6.97721,1000
5051,-7.38863,6.0966,6.9762,1000
5052,-7.3886,6.09559,6.97518,1000
5053,-7.38857,6.09458,6.97417,1000
5054,-7.38854,6.09357,6.97316,1000
5055,-7.38851,6.09257,6.97215,1000
5056,-7.38848,6.09157,6.97115,1000
5057,-7.38845,6.09057,6.97014,1000
5058,-7.38842,6.08957,6.96914,1000
5059,-7.38839,6.08857,6.96814,1000
5060,-7.38836,6.08757,6.96714,1000
5061,-7.38833,6.08658,6.96614,1000
5062,-7.3883,6.08558,6.96514,1000
5063,-7.38827,6.08459,6.96415,1000
5064,-7.38824,6.0836,6.96315,1000
5065,-7.38821,6.08261,6.96216,1000
5066,-7.38818,6.08163,6.96117,1000
5067,-7.38815,6.08064,6.96018,1000
5068,-7.38812,6.07966,6.9592,1000
5069,-7.38809,6.07868,6.95821,1000
5070,-7.38806,6.0777,6.95723,1000
5071,-7.38803,6.07672,6.95624,1000
5072,-7.388,6.07574,6.95526,1000
5073,-7.38797,6.07476,6.95428,1000
5074,-7.38794,6.07379,6.95331,1000
5075,-7.38791,6.07282,6.95233,1000
5076,-7.38788,6.07185,6.95136,1000
5077,-7.38785,6.07088,6.95038,1000
5078,-7.38782,6.06991,6.94941,1000
5079,-7.38779,6.06894,6.94844,1000
5080,-7.38776,6.06798,6.94747,1000
5081,-7.38773,6.06701,6.9465,1000
5082,-7.3877,6.06605,6.94554,1000
5083,-7.38767,6.06509,6.94458,1000
5084,-7.38764,6.06413,6.94361,1000
5085,-7.38761,6.06317,6.94265,1000
5086,-7.38758,6.06222,6.94169,1000
5087,-7.38755,6.06126,6.94073,1000
5088,-7.38752,6.06031,6.93978,1000
5089,-7.38749,6.05936,6.93882,1000
5090,-7.38746,6.05841,6.93787,1000
5091,-7.38743,6.05746,6.93692,1000
5092,-7.38741,6.05651,6.93597,1000
5093,-7.38738,6.05557,6.93502,1000
5094,-7.38735,6.05462,6.93407,1000
5095,-7.38732,6.05368,6.93312,1000
5096,-7.38729,6.05274,6.93218,1000
5097,-7.38726,6.0518,6.93123,1000
5098,-7.38723,6.05086,6.93029,1000
5099,-7.3872,6.04992,6.92935,1000
5100,-7.38717,6.04899,6.92841,1000
5101,-7.38714,6.04805,6.92748,1000
5102,-7.38711,6.04712,6.92654,1000
5103,-7.38709,6.04619,6.9256,1000
5104,-7.38706,6.04526,6.92467,1000
5105,-7.38703,6.04433,6.92374,1000
5106,-7.387,6.04341,6.92281,1000
5107,-7.38697,6.04248,6.92188,1000
5108,-7.38694,6.04156,6.92095,1000
5109,-7.38691,6.04063,6.92003,1000
5110,-4.01302,8.22964,8.70738,-1000
5111,0.522674,10.0214,9.95922,-1000
5112,4.69589,11.2769,10.7179,-1000
5113,7.76866,12.038,11.1132,-1000
5114,9.61242,12.4346,11.2903,-1000
5115,10.4512,12.6123,11.3681,-1000
5116,10.6371,12.6904,11.4241,-1000
5117,10.5013,12.7466,11.4965,-1000
5118,10.2827,12.8192,11.5951,-1000
5119,10.115,12.9182,11.714,-1000
5120,10.0461,13.0376,11.8416,-1000
5121,10.0696,13.1656,11.9668,-1000
5122,10.155,13.2912,12.0823,-1000
5123,10.2676,13.4072,12.1848,-1000
5124,10.3806,13.5101,12.2743,-1000
5125,10.4784,13.5998,12.3524,-1000
5126,10.5554,13.6783,12.4217,-1000
5127,10.6125,13.7478,12.4844,-1000
5128,10.6543,13.8107,12.5424,-1000
5129,10.686,13.8689,12.5968,-1000
5130,10.7118,13.9235,12.6483,-1000
5131,10.7347,13.9753,12.6974,-1000
5132,10.7563,14.0245,12.744,-1000
5133,10.7772,14.0713,12.7883,-1000
5134,10.7973,14.1158,12.8304,-1000
5135,10.8165,14.1581,12.8704,-1000
5136,10.8344,14.1982,12.9084,-1000
5137,10.8509,14.2364,12.9446,-1000
5138,10.8661,14.2727,12.9791,-1000
5139,10.88,14.3074,13.0121,-1000
5140,10.8926,14.3405,13.0437,-1000
5141,10.9043,14.3722,13.0741,-1000
5142,10.9151,14.4027,13.1033,-1000
5143,10.9252,14.432,13.1314,-1000
5144,10.9347,14.4602,13.1585,-1000
5145,10.9435,14.4874,13.1846,-1000
5146,10.9519,14.5137,13.2099,-1000
5147,10.9597,14.539,13.2343,-1000
5148,10.9672,14.5635,13.2579,-1000
5149,10.9743,14.5872,13.2808,-1000
5150,10.9809,14.6102,13.303,-1000
5151,10.9872,14.6325,13.3245,-1000
5152,10.9931,14.6541,13.3454,-1000
5153,10.9988,14.6751,13.3657,-1000
5154,11.0042,14.6954,13.3854,-1000
5155,11.0094,14.7153,13.4046,-1000
5156,11.0143,14.7345,13.4233,-1000
5157,11.0189,14.7533,13.4415,-1000
5158,11.0233,14.7716,13.4593,-1000
5159,11.0276,14.7894,13.4766,-1000
5160,11.0317,14.8068,13.4935,-1000
5161,11.0357,14.8238,13.51,-1000
5162,11.0395,14.8404,13.5262,-1000
5163,11.0431,14.8566,13.5419,-1000
5164,11.0465,14.8724,13.5573,-1000
5165,11.0499,14.8879,13.5724,-1000
5166,11.0531,14.903,13.5872,-1000
5167,11.0562,14.9178,13.6016,-1000
5168,11.0592,14.9323,13.6158,-1000
5169,11.0621,14.9465,13.6296,-1000
5170,11.0649,14.9604,13.6432,-1000
5171,11.0676,14.9741,13.6565,-1000
5172,11.0706,14.9874,13.6695,-1000
5173,11.076,15.0005,13.6819,-1000
5174,11.085,15.013,13.6933,-1000
5175,11.0969,15.0244,13.7034,-1000
5176,11.11,15.0345,13.7119,-1000
5177,11.1223,15.043,13.7189,-1000
5178,11.1324,15.0501,13.7249,-1000
5179,11.1395,15.0561,13.7299,-1000
5180,11.1437,15.0612,13.7346,-1000
5181,11.1457,15.0658,13.7389,-1000
5182,11.1464,15.0702,13.7433,-1000
5183,11.1466,15.0746,13.7476,-1000
5184,11.1468,15.0789,13.7519,-1000
5185,11.1473,15.0832,13.7562,-1000
5186,11.1481,15.0875,13.7604,-1000
5187,11.1493,15.0917,13.7644,-1000
5188,11.1506,15.0958,13.7684,-1000
5189,11.152,15.0998,13.7721,-1000
5190,11.1532,15.1036,13.7758,-1000
5191,11.1544,15.1072,13.7793,-1000
5192,11.1553,15.1108,13.7827,-1000
5193,11.1562,15.1142,13.7861,-1000
5194,11.157,15.1175,13.7893,-1000
5195,11.1577,15.1208,13.7925,-1000
5196,11.1584,15.124,13.7956,-1000
5197,11.159,15.1272,13.7987,-1000
5198,11.1596,15.1302,13.8017,-1000
5199,11.1602,15.1332,13.8046,-1000
5200,11.1608,15.1362,13.8075,-1000
5201,11.1614,15.1391,13.8103,-1000
5202,11.162,15.1419,13.8131,-1000
5203,11.1625,15.1447,13.8158,-1000
5204,11.163,15.1474,13.8185,-1000
5205,11.1635,15.1501,13.8211,-1000
5206,11.164,15.1527,13.8236,-1000
5207,11.1645,15.1553,13.8262,-1000
5208,11.1649,15.1578,13.8286,-1000
5209,11.1654,15.1603,13.8311,-1000
5210,11.1658,15.1627,13.8335,-1000
5211,11.1662,15.1651,13.8358,-1000
5212,11.1666,15.1675,13.8381,-1000
5213,11.167,15.1698,13.8404,-1000
5214,11.1674,15.1721,13.8427,-1000
5215,11.1677,15.1744,13.8449,-1000
5216,11.1681,15.1766,13.8471,-1000
5217,11.1684,15.1788,13.8492,-1000
5218,11.1688,15.1809,13.8513,-1000
5219,11.1691,15.1831,13.8534,-1000
5220,11.1695,15.1852,13.8555,-1000
5221,11.1698,15.1872,13.8575,-1000
5222,11.1701,15.1892,13.8595,-1000
5223,11.1704,15.1912,13.8614,-1000
5224,11.1707,15.1932,13.8634,-1000
5225,11.1709,15.1952,13.8653,-1000
5226,11.1711,15.1971,13.8672,-1000
5227,11.1711,15.199,13.8691,-1000
5228,11.171,15.2009,13.871,-1000
5229,11.1709,15.2029,13.873,-1000
5230,11.1708,15.2048,13.875,-1000
5231,11.1708,15.2068,13.8769,-1000
5232,11.1709,15.2088,13.8789,-1000
5233,11.1711,15.2108,13.8809,-1000
5234,11.1713,15.2128,13.8828,-1000
5235,11.1716,15.2147,13.8848,-1000
5236,11.1711,15.2166,13.8867,-1000
5237,11.169,15.2186,13.889,-1000
5238,11.1648,15.2209,13.8917,-1000
5239,11.1592,15.2236,13.8952,-1000
5240,11.1531,15.2271,13.8993,-1000
5241,11.1477,15.2313,13.9042,-1000
5242,11.1438,15.2361,13.9095,-1000
5243,11.1415,15.2415,13.9151,-1000
5244,11.1406,15.2471,13.9208,-1000
5245,11.1408,15.2529,13.9266,-1000
5246,11.1416,15.2586,13.9322,-1000
5247,11.1426,15.2643,13.9378,-1000
5248,11.1434,15.2699,13.9433,-1000
5249,11.1441,15.2754,13.9488,-1000
5250,11.1445,15.2809,13.9542,-1000
5251,11.1447,15.2863,13.9596,-1000
5252,11.1449,15.2918,13.965,-1000
5253,11.1451,15.2972,13.9704,-1000
5254,11.1453,15.3026,13.9758,-1000
5255,11.1456,15.3081,13.9812,-1000
5256,11.1459,15.3135,13.9866,-1000
5257,11.1463,15.3189,13.992,-1000
5258,11.1467,15.3243,13.9973,-1000
5259,11.1471,15.3297,14.0026,-1000
5260,11.1476,15.335,14.0079,-1000
5261,11.148,15.3403,14.0131,-1000
5262,11.1484,15.3456,14.0184,-1000
5263,11.1489,15.3508,14.0236,-1000
5264,11.1493,15.356,14.0287,-1000
5265,11.1497,15.3612,14.0338,-1000
5266,11.1501,15.3663,14.0389,-1000
5267,11.1505,15.3715,14.044,-1000
5268,11.151,15.3766,14.0491,-1000
5269,11.1514,15.3816,14.0541,-1000
5270,11.1518,15.3867,14.0591,-1000
5271,11.1522,15.3917,14.064,-1000
5272,11.1527,15.3966,14.069,-1000
5273,11.1531,15.4016,14.0738,-1000
5274,11.1535,15.4065,14.0787,-1000
5275,11.1539,15.4114,14.0836,-1000
5276,11.1543,15.4163,14.0884,-1000
5277,11.1547,15.4211,14.0932,-1000
5278,11.1551,15.4259,14.0979,-1000
5279,11.1555,15.4307,14.1026,-1000
5280,11.156,15.4354,14.1073,-1000
5281,11.1564,15.4401,14.112,-1000
5282,11.1567,15.4448,14.1166,-1000
5283,11.1571,15.4495,14.1213,-1000
5284,11.1575,15.4541,14.1258,-1000
5285,11.1579,15.4587,14.1304,-1000
5286,11.1583,15.4633,14.1349,-1000
5287,11.1587,15.4679,14.1394,-1000
5288,11.1591,15.4724,14.1439,-1000
5289,11.1594,15.4769,14.1484,-1000
5290,11.1598,15.4814,14.1528,-1000
5291,11.1602,15.4858,14.1572,-1000
5292,11.1606,15.4902,14.1616,-1000
5293,11.1609,15.4946,14.1659,-1000
5294,11.1613,15.499,14.1703,-1000
5295,11.1616,15.5033,14.1746,-1000
5296,11.162,15.5077,14.1789,-1000
5297,11.1624,15.512,14.1831,-1000
5298,11.1627,15.5162,14.1873,-1000
5299,11.1631,15.5205,14.1916,-1000
5300,11.1634,15.5247,14.1957,-1000
5301,11.1637,15.5289,14.1999,-1000
5302,11.164,15.5331,14.2041,-1000
5303,11.1644,15.5373,14.2082,-1000
5304,11.1647,15.5414,14.2123,-1000
5305,11.165,15.5455,14.2164,-1000
5306,11.1653,15.5496,14.2204,-1000
5307,11.1656,15.5537,14.2245,-1000
5308,11.1659,15.5578,14.2285,-1000
5309,11.1662,15.5618,14.2325,-1000
5310,11.1665,15.5659,14.2365,-1000
5311,11.1669,15.5699,14.2405,-1000
5312,11.1672,15.5738,14.2444,-1000
5313,11.1675,15.5778,14.2483,-1000
5314,11.1678,15.5817,14.2522,-1000
5315,11.1681,15.5856,14.2561,-1000
5316,11.1685,15.5895,14.26,-1000
5317,11.1688,15.5934,14.2638,-1000
5318,11.1691,15.5973,14.2676,-1000
5319,11.1694,15.6011,14.2714,-1000
5320,11.1697,15.6049,14.2752,-1000
5321,11.17,15.6087,14.2789,-1000
5322,11.1703,15.6125,14.2827,-1000
5323,11.1706,15.6162,14.2864,-1000
5324,11.1709,15.62,14.2901,-1000
5325,11.1712,15.6237,14.2938,-1000
5326,11.1714,15.6274,14.2974,-1000
5327,11.1717,15.6311,14.3011,-1000
5328,11.172,15.6347,14.3047,-1000
5329,11.1723,15.6384,14.3083,-1000
5330,11.1726,15.642,14.3119,-1000
5331,11.1729,15.6456,14.3155,-1000
5332,11.1731,15.6492,14.319,-1000
5333,11.1734,15.6527,14.3226,-1000
5334,11.1737,15.6563,14.3261,-1000
5335,11.174,15.6598,14.3296,-1000
5336,11.1742,15.6633,14.3331,-1000
5337,11.1745,15.6668,14.3365,-1000
5338,11.1748,15.6703,14.34,-1000
5339,11.175,15.6738,14.3434,-1000
5340,11.1755,15.6772,14.3468,-1000
5341,11.1763,15.6806,14.3501,-1000
5342,11.1775,15.6839,14.3533,-1000
5343,11.1791,15.6871,14.3563,-1000
5344,11.1807,15.6902,14.3591,-1000
5345,11.1822,15.693,14.3618,-1000
5346,11.1834,15.6957,14.3643,-1000
5347,11.1842,15.6982,14.3667,-1000
5348,11.1847,15.7007,14.3691,-1000
5349,11.185,15.7031,14.3715,-1000
5350,11.1851,15.7054,14.3739,-1000
5351,11.1852,15.7078,14.3762,-1000
5352,11.1853,15.7102,14.3786,-1000
5353,11.1855,15.7126,14.381,-1000
5354,11.1856,15.7149,14.3833,-1000
5355,11.1858,15.7173,14.3856,-1000
5356,11.186,15.7196,14.388,-1000
5357,11.1862,15.722,14.3903,-1000
5358,11.1863,15.7243,14.3926,-1000
5359,11.1865,15.7266,14.3949,-1000
5360,11.1867,15.7289,14.3971,-1000
5361,11.1869,15.7312,14.3994,-1000
5362,11.1871,15.7334,14.4016,-1000
5363,11.1873,15.7357,14.4039,-1000
5364,11.1875,15.7379,14.4061,-1000
5365,11.1877,15.7402,14.4083,-1000
5366,11.1879,15.7424,14.4105,-1000
5367,11.1881,15.7446,14.4127,-1000
5368,11.1882,15.7468,14.4148,-1000
5369,11.1884,15.7489,14.417,-1000
5370,11.1886,15.7511,14.4191,-1000
5371,11.1888,15.7533,14.4213,-1000
5372,11.1889,15.7554,14.4234,-1000
5373,11.1891,15.7575,14.4255,-1000
5374,11.1893,15.7597,14.4276,-1000
5375,11.1894,15.7618,14.4297,-1000
5376,11.1896,15.7639,14.4318,-1000
5377,11.1897,15.766,14.4339,-1000
5378,11.1899,15.768,14.4359,-1000
5379,11.19,15.7701,14.438,-1000
5380,11.1902,15.7722,14.44,-1000
5381,11.1904,15.7742,14.4421,-1000
5382,11.1905,15.7763,14.4441,-1000
5383,11.1907,15.7783,14.4461,-1000
5384,11.1908,15.7803,14.4481,-1000
5385,11.1909,15.7824,14.4501,-1000
5386,11.1911,15.7844,14.4521,-1000
5387,11.1912,15.7864,14.4541,-1000
5388,11.1914,15.7884,14.456,-1000
5389,11.1915,15.7903,14.458,-1000
5390,11.1917,15.7923,14.46,-1000
5391,11.1918,15.7943,14.4619,-1000
5392,11.1919,15.7962,14.4639,-1000
5393,11.1921,15.7982,14.4658,-1000
5394,11.1922,15.8001,14.4677,-1000
5395,11.1924,15.802,14.4696,-1000
5396,11.1925,15.804,14.4715,-1000
5397,11.1926,15.8059,14.4734,-1000
5398,11.1928,15.8078,14.4753,-1000
5399,11.1929,15.8097,14.4772,-1000
5400,11.193,15.8116,14.4791,-1000
5401,11.1932,15.8135,14.4809,-1000
5402,11.1933,15.8153,14.4828,-1000
5403,11.1934,15.8172,14.4847,-1000
5404,11.1936,15.8191,14.4865,-1000
5405,11.1937,15.8209,14.4883,-1000
5406,11.1938,15.8228,14.4902,-1000
5407,11.194,15.8246,14.492,-1000
5408,11.1941,15.8264,14.4938,-1000
5409,11.1942,15.8283,14.4956,-1000
5410,11.1944,15.8301,14.4974,-1000
5411,11.1945,15.8319,14.4992,-1000
5412,11.1946,15.8337,14.501,-1000
5413,11.1947,15.8355,14.5028,-1000
5414,11.1949,15.8372,14.5045,-1000
5415,11.195,15.839,14.5063,-1000
5416,11.1951,15.8408,14.508,-1000
5417,11.1952,15.8426,14.5098,-1000
5418,11.1953,15.8443,14.5115,-1000
5419,11.1955,15.8461,14.5133,-1000
5420,11.1956,15.8478,14.515,-1000
5421,11.1957,15.8495,14.5167,-1000
5422,11.1958,15.8513,14.5184,-1000
5423,11.1959,15.853,14.5202,-1000
5424,11.196,15.8547,14.5219,-1000
5425,11.1961,15.8564,14.5236,-1000
5426,11.1963,15.8581,14.5252,-1000
5427,11.1964,15.8598,14.5269,-1000
5428,11.1965,15.8615,14.5286,-1000
5429,11.1966,15.8632,14.5303,-1000
5430,11.1967,15.8649,14.5319,-1000
5431,11.1968,15.8666,14.5336,-1000
5432,11.1969,15.8682,14.5353,-1000
5433,11.197,15.8699,14.5369,-1000
5434,11.1972,15.8716,14.5386,-1000
5435,11.1973,15.8732,14.5402,-1000
5436,11.1974,15.8748,14.5418,-1000
5437,11.1975,15.8765,14.5435,-1000
5438,11.1976,15.8781,14.5451,-1000
5439,11.1977,15.8797,14.5467,-1000
5440,11.1978,15.8814,14.5483,-1000
5441,11.1979,15.883,14.5499,-1000
5442,11.198,15.8846,14.5515,-1000
5443,11.1981,15.8862,14.5531,-1000
5444,11.1982,15.8878,14.5547,-1000
5445,11.1983,15.8894,14.5563,-1000
5446,11.1984,15.891,14.5578,-1000
5447,11.1985,15.8926,14.5594,-1000
5448,11.1986,15.8941,14.561,-1000
5449,11.1987,15.8957,14.5625,-1000
5450,11.1988,15.8973,14.5641,-1000
5451,11.1989,15.8988,14.5656,-1000
5452,11.199,15.9004,14.5672,-1000
5453,11.1991,15.9019,14.5687,-1000
5454,11.1992,15.9035,14.5702,-1000
5455,11.1993,15.905,14.5718,-1000
5456,11.1994,15.9066,14.5733,-1000
5457,11.1995,15.9081,14.5748,-1000
5458,11.1996,15.9096,14.5763,-1000
5459,11.1997,15.9111,14.5778,-1000
5460,11.1998,15.9126,14.5793,-1000
5461,11.1999,15.9142,14.5808,-1000
5462,11.2,15.9157,14.5823,-1000
5463,11.2001,15.9172,14.5838,-1000
5464,11.2002,15.9187,14.5853,-1000
5465,11.2003,15.9201,14.5868,-1000
5466,11.2004,15.9216,14.5883,-1000
5467,11.2005,15.9231,14.5897,-1000
5468,11.2006,15.9246,14.5912,-1000
5469,11.2007,15.9261,14.5926,-1000
5470,11.2007,15.9275,14.5941,-1000
5471,11.2008,15.929,14.5956,-1000
5472,11.2009,15.9304,14.597,-1000
5473,11.201,15.9319,14.5984,-1000
5474,11.2011,15.9333,14.5999,-1000
5475,11.2012,15.9348,14.6013,-1000
5476,11.2013,15.9362,14.6028,-1000
5477,11.2014,15.9377,14.6042,-1000
5478,11.2015,15.9391,14.6056,-1000
5479,11.2015,15.9405,14.607,-1000
5480,11.2016,15.942,14.6084,-1000
5481,11.2017,15.9434,14.6098,-1000
5482,11.2018,15.9448,14.6112,-1000
5483,11.2019,15.9462,14.6126,-1000
5484,11.202,15.9476,14.614,-1000
5485,11.2021,15.949,14.6154,-1000
5486,11.2022,15.9504,14.6168,-1000
5487,11.2022,15.9518,14.6182,-1000
5488,11.2023,15.9532,14.6196,-1000
5489,11.2024,15.9546,14.621,-1000
5490,11.2025,15.956,14.6223,-1000
5491,11.2026,15.9573,14.6237,-1000
5492,11.2027,15.9587,14.625,-1000
5493,11.2028,15.9601,14.6264,-1000
5494,11.2028,15.9614,14.6278,-1000
5495,11.2029,15.9628,14.6291,-1000
5496,11.203,15.9641,14.6305,-1000
5497,11.2031,15.9655,14.6318,-1000
5498,11.2032,15.9668,14.6331,-1000
5499,11.2033,15.9682,14.6345,-1000
5500,11.2033,15.9695,14.6358,-1000
5501,11.2034,15.9709,14.6371,-1000
5502,11.2035,15.9722,14.6384,-1000
5503,11.2036,15.9735,14.6398,-1000
5504,11.2037,15.9748,14.6411,-1000
5505,11.2037,15.9762,14.6424,-1000
5506,11.2038,15.9775,14.6437,-1000
5507,11.2039,15.9788,14.645,-1000
5508,11.204,15.9801,14.6463,-1000
5509,11.2041,15.9814,14.6476,-1000
5510,11.2041,15.9827,14.6489,-1000
5511,11.2042,15.984,14.6502,-1000
5512,11.2043,15.9853,14.6514,-1000
5513,11.2044,15.9866,14.6527,-1000
5514,11.2045,15.9879,14.654,-1000
5515,11.2045,15.9891,14.6553,-1000
5516,11.2046,15.9904,14.6565,-1000
5517,11.2047,15.9917,14.6578,-1000
5518,11.2048,15.993,14.6591,-1000
5519,11.2048,15.9942,14.6603,-1000
5520,11.2049,15.9955,14.6616,-1000
5521,11.205,15.9967,14.6628,-1000
5522,11.2051,15.998,14.6641,-1000
5523,11.2051,15.9993,14.6653,-1000
5524,11.2052,16.0005,14.6666,-1000
5525,11.2053,16.0018,14.6678,-1000
5526,11.2054,16.003,14.669,-1000
5527,11.2054,16.0042,14.6702,-1000
5528,11.2055,16.0055,14.6715,-1000
5529,11.2056,16.0067,14.6727,-1000
5530,11.2057,16.0079,14.6739,-1000
5531,11.2057,16.0091,14.6751,-1000
5532,11.2058,16.0104,14.6763,-1000
5533,11.2059,16.0116,14.6776,-1000
5534,11.206,16.0128,14.6788,-1000
5535,11.206,16.014,14.68,-1000
5536,11.2061,16.0152,14.6812,-1000
5537,11.2062,16.0164,14.6824,-1000
5538,11.2062,16.0176,14.6835,-1000
5539,11.2063,16.0188,14.6847,-1000
5540,11.2064,16.02,14.6859,-1000
5541,11.2064,16.0212,14.6871,-1000
5542,11.2065,16.0224,14.6883,-1000
5543,11.2066,16.0236,14.6895,-1000
5544,11.2067,16.0248,14.6906,-1000
5545,11.2067,16.0259,14.6918,-1000
5546,11.2068,16.0271,14.693,-1000
5547,11.2069,16.0283,14.6941,-1000
5548,11.2069,16.0295,14.6953,-1000
5549,11.207,16.0306,14.6965,-1000
5550,11.2071,16.0318,14.6976,-1000
5551,11.2071,16.0329,14.6988,-1000
5552,11.2072,16.0341,14.6999,-1000
5553,11.2073,16.0353,14.7011,-1000
5554,11.2073,16.0364,14.7022,-1000
5555,11.2074,16.0376,14.7033,-1000
5556,11.2075,16.0387,14.7045,-1000
5557,11.2075,16.0398,14.7056,-1000
5558,11.2076,16.041,14.7067,-1000
5559,11.2077,16.0421,14.7079,-1000
5560,11.2077,16.0432,14.709,-1000
5561,11.2078,16.0444,14.7101,-1000
5562,11.2079,16.0455,14.7112,-1000
5563,11.2079,16.0466,14.7124,-1000
5564,11.208,16.0477,14.7135,-1000
5565,11.2081,16.0489,14.7146,-1000
5566,11.2081,16.05,14.7157,-1000
5567,11.2082,16.0511,14.7168,-1000
5568,11.2083,16.0522,14.7179,-1000
5569,11.2083,16.0533,14.719,-1000
5570,11.2084,16.0544,14.7201,-1000
5571,11.2085,16.0555,14.7212,-1000
5572,11.2085,16.0566,14.7223,-1000
5573,11.2086,16.0577,14.7234,-1000
5574,11.2085,16.0588,14.7245,-1000
5575,11.2082,16.0599,14.7256,-1000
5576,11.2077,16.0611,14.7268,-1000
5577,11.2071,16.0623,14.7281,-1000
5578,11.2065,16.0636,14.7294,-1000
5579,11.206,16.0649,14.7309,-1000
5580,11.2057,16.0664,14.7323,-1000
5581,11.2055,16.0678,14.7338,-1000
5582,11.2055,16.0693,14.7353,-1000
5583,11.2056,16.0708,14.7368,-1000
5584,11.2057,16.0723,14.7383,-1000
5585,11.2059,16.0738,14.7398,-1000
5586,11.206,16.0753,14.7413,-1000
