n,g_data[n],q_lntts[n],q_time[n]
4017,4.14708,-4.34165,14461200
4018,4.14723,-4.3414,14464800
4019,4.14739,-4.34115,14468400
4020,4.14754,-4.3409,14472000
4021,4.14769,-4.34065,14475600
4022,4.14785,-4.3404,14479200
4023,4.148,-4.34015,14482800
4024,4.14815,-4.33991,14486400
4025,4.14831,-4.33966,14490000
4026,4.14846,-4.33941,14493600
4027,4.14862,-4.33916,14497200
4028,4.14877,-4.33891,14500800
4029,4.14892,-4.33866,14504400
4030,4.14908,-4.33842,14508000
4031,4.14923,-4.33817,14511600
4032,4.14938,-4.33792,14515200
4033,4.14954,-4.33767,14518800
4034,4.14969,-4.33742,14522400
4035,4.14984,-4.33718,14526000
4036,4.15,-4.33693,14529600
4037,4.15015,-4.33668,14533200
4038,4.1503,-4.33643,14536800
4039,4.15045,-4.33618,14540400
4040,4.15061,-4.33594,14544000
4041,4.15076,-4.33569,14547600
4042,4.15091,-4.33544,14551200
4043,4.15107,-4.33519,14554800
4044,4.15122,-4.33495,14558400
4045,4.15137,-4.3347,14562000
4046,4.15153,-4.33445,14565600
4047,4.15168,-4.33421,14569200
4048,4.15183,-4.33396,14572800
4049,4.15198,-4.33371,14576400
4050,4.15214,-4.33347,14580000
4051,4.15229,-4.33322,14583600
4052,4.15244,-4.33297,14587200
4053,4.15259,-4.33272,14590800
4054,4.15275,-4.33248,14594400
4055,4.1529,-4.33223,14598000
4056,4.15305,-4.33198,14601600
4057,4.1532,-4.33174,14605200
4058,4.15336,-4.33149,14608800
4059,4.15351,-4.33125,14612400
4060,4.15366,-4.331,14616000
4061,4.15381,-4.33075,14619600
4062,4.15396,-4.33051,14623200
4063,4.15412,-4.33026,14626800
4064,4.15427,-4.33001,14630400
4065,4.15442,-4.32977,14634000
4066,4.15457,-4.32952,14637600
4067,4.15473,-4.32928,14641200
4068,4.15488,-4.32903,14644800
4069,4.15503,-4.32878,14648400
4070,4.15518,-4.32854,14652000
4071,4.15533,-4.32829,14655600
4072,4.15548,-4.32805,14659200
4073,4.15564,-4.3278,14662800
4074,4.15579,-4.32756,14666400
4075,4.15594,-4.32731,14670000
4076,4.15609,-4.32707,14673600
4077,4.15624,-4.32682,14677200
4078,4.1564,-4.32658,14680800
4079,4.15655,-4.32633,14684400
4080,4.1567,-4.32608,14688000
4081,4.15685,-4.32584,14691600
4082,4.157,-4.32559,14695200
4083,4.15715,-4.32535,14698800
4084,4.1573,-4.32511,14702400
4085,4.15746,-4.32486,14706000
4086,4.15761,-4.32462,14709600
4087,4.15776,-4.32437,14713200
4088,4.15791,-4.32413,14716800
4089,4.15806,-4.32388,14720400
4090,4.15821,-4.32364,14724000
4091,4.15836,-4.32339,14727600
4092,4.15851,-4.32315,14731200
4093,4.15866,-4.3229,14734800
4094,4.15882,-4.32266,14738400
4095,4.15897,-4.32242,14742000
4096,4.15912,-4.32217,14745600
4097,4.15927,-4.32193,14749200
4098,4.15942,-4.32168,14752800
4099,4.15957,-4.32144,14756400
4100,4.15972,-4.32119,14760000
4101,4.15987,-4.32095,14763600
4102,4.16002,-4.32071,14767200
4103,4.16017,-4.32046,14770800
4104,4.16032,-4.32022,14774400
4105,4.16047,-4.31998,14778000
4106,4.16062,-4.31973,14781600
4107,4.16078,-4.31949,14785200
4108,4.16093,-4.31925,14788800
4109,4.16108,-4.319,14792400
4110,4.16123,-4.31876,14796000
4111,4.16138,-4.31852,14799600
4112,4.16153,-4.31827,14803200
4113,4.16168,-4.31803,14806800
4114,4.16183,-4.31779,14810400
4115,4.16198,-4.31754,14814000
4116,4.16213,-4.3173,14817600
4117,4.16228,-4.31706,14821200
4118,4.16243,-4.31681,14824800
4119,4.16258,-4.31657,14828400
4120,4.16273,-4.31633,14832000
4121,4.16288,-4.31609,14835600
4122,4.16303,-4.31584,14839200
4123,4.16318,-4.3156,14842800
4124,4.16333,-4.31536,14846400
4125,4.16348,-4.31512,14850000
4126,4.16363,-4.31487,14853600
4127,4.16378,-4.31463,14857200
4128,4.16393,-4.31439,14860800
4129,4.16408,-4.31415,14864400
4130,4.16423,-4.3139,14868000
4131,4.16438,-4.31366,14871600
4132,4.16453,-4.31342,14875200
4133,4.16468,-4.31318,14878800
4134,4.16483,-4.31294,14882400
4135,4.16498,-4.31269,14886000
4136,4.16512,-4.31245,14889600
4137,4.16527,-4.31221,14893200
4138,4.16542,-4.31197,14896800
4139,4.16557,-4.31173,14900400
4140,4.16572,-4.31149,14904000
4141,4.16587,-4.31124,14907600
4142,4.16602,-4.311,14911200
4143,4.16617,-4.31076,14914800
4144,4.16632,-4.31052,14918400
4145,4.16647,-4.31028,14922000
4146,4.16662,-4.31004,14925600
4147,4.16677,-4.3098,14929200
4148,4.16692,-4.30956,14932800
4149,4.16706,-4.30931,14936400
4150,4.16721,-4.30907,14940000
4151,4.16736,-4.30883,14943600
4152,4.16751,-4.30859,14947200
4153,4.16766,-4.30835,14950800
4154,4.16781,-4.30811,14954400
4155,4.16796,-4.30787,14958000
4156,4.16811,-4.30763,14961600
4157,4.16826,-4.30739,14965200
4158,4.1684,-4.30715,14968800
4159,4.16855,-4.30691,14972400
4160,4.1687,-4.30667,14976000
4161,4.16885,-4.30643,14979600
4162,4.169,-4.30619,14983200
4163,4.16915,-4.30595,14986800
4164,4.1693,-4.30571,14990400
4165,4.16944,-4.30547,14994000
4166,4.16959,-4.30523,14997600
4167,4.16974,-4.30499,15001200
4168,4.16989,-4.30475,15004800
4169,4.17004,-4.30451,15008400
4170,4.17019,-4.30427,15012000
4171,4.17033,-4.30403,15015600
4172,4.17048,-4.30379,15019200
4173,4.17063,-4.30355,15022800
4174,4.17078,-4.30331,15026400
4175,4.17093,-4.30307,15030000
4176,4.17107,-4.30283,15033600
4177,4.17122,-4.30259,15037200
4178,4.17137,-4.30235,15040800
4179,4.17152,-4.30211,15044400
4180,4.17167,-4.30187,15048000
4181,4.17181,-4.30163,15051600
4182,4.17196,-4.30139,15055200
4183,4.17211,-4.30115,15058800
4184,4.17226,-4.30091,15062400
4185,4.17241,-4.30068,15066000
4186,4.17255,-4.30044,15069600
4187,4.1727,-4.3002,15073200
4188,4.17285,-4.29996,15076800
4189,4.173,-4.29972,15080400
4190,4.17314,-4.29948,15084000
4191,4.17329,-4.29924,15087600
4192,4.17344,-4.299,15091200
4193,4.17359,-4.29877,15094800
4194,4.17373,-4.29853,15098400
4195,4.17388,-4.29829,15102000
4196,4.17403,-4.29805,15105600
4197,4.17418,-4.29781,15109200
4198,4.17432,-4.29757,15112800
4199,4.17447,-4.29734,15116400
4200,4.17462,-4.2971,15120000
4201,4.17476,-4.29686,15123600
4202,4.17491,-4.29662,15127200
4203,4.17506,-4.29638,15130800
4204,4.17521,-4.29615,15134400
4205,4.17535,-4.29591,15138000
4206,4.1755,-4.29567,15141600
4207,4.17565,-4.29543,15145200
4208,4.17579,-4.29519,15148800
4209,4.17594,-4.29496,15152400
4210,4.17609,-4.29472,15156000
4211,4.17623,-4.29448,15159600
4212,4.17638,-4.29424,15163200
4213,4.17653,-4.29401,15166800
4214,4.17667,-4.29377,15170400
4215,4.17682,-4.29353,15174000
4216,4.17697,-4.2933,15177600
4217,4.17711,-4.29306,15181200
4218,4.17726,-4.29282,15184800
4219,4.17741,-4.29258,15188400
4220,4.17755,-4.29235,15192000
4221,4.1777,-4.29211,15195600
4222,4.17785,-4.29187,15199200
4223,4.17799,-4.29164,15202800
4224,4.17814,-4.2914,15206400
4225,4.17829,-4.29116,15210000
4226,4.17843,-4.29093,15213600
4227,4.17858,-4.29069,15217200
4228,4.17872,-4.29045,15220800
4229,4.17887,-4.29022,15224400
4230,4.17902,-4.28998,15228000
4231,4.17916,-4.28974,15231600
4232,4.17931,-4.28951,15235200
4233,4.17945,-4.28927,15238800
4234,4.1796,-4.28903,15242400
4235,4.17975,-4.2888,15246000
4236,4.17989,-4.28856,15249600
4237,4.18004,-4.28833,15253200
4238,4.18018,-4.28809,15256800
4239,4.18033,-4.28785,15260400
4240,4.18048,-4.28762,15264000
4241,4.18062,-4.28738,15267600
4242,4.18077,-4.28715,15271200
4243,4.18091,-4.28691,15274800
4244,4.18106,-4.28668,15278400
4245,4.1812,-4.28644,15282000
4246,4.18135,-4.2862,15285600
4247,4.1815,-4.28597,15289200
4248,4.18164,-4.28573,15292800
4249,4.18179,-4.2855,15296400
4250,4.18193,-4.28526,15300000
4251,4.18208,-4.28503,15303600
4252,4.18222,-4.28479,15307200
4253,4.18237,-4.28456,15310800
4254,4.18251,-4.28432,15314400
4255,4.18266,-4.28409,15318000
4256,4.1828,-4.28385,15321600
4257,4.18295,-4.28362,15325200
4258,4.1831,-4.28338,15328800
4259,4.18324,-4.28315,15332400
4260,4.18339,-4.28291,15336000
4261,4.18353,-4.28268,15339600
4262,4.18368,-4.28244,15343200
4263,4.18382,-4.28221,15346800
4264,4.18397,-4.28197,15350400
4265,4.18411,-4.28174,15354000
4266,4.18426,-4.28151,15357600
4267,4.1844,-4.28127,15361200
4268,4.18455,-4.28104,15364800
4269,4.18469,-4.2808,15368400
4270,4.18483,-4.28057,15372000
4271,4.18498,-4.28033,15375600
4272,4.18512,-4.2801,15379200
4273,4.18527,-4.27987,15382800
4274,4.18541,-4.27963,15386400
4275,4.18556,-4.2794,15390000
4276,4.1857,-4.27916,15393600
4277,4.18585,-4.27893,15397200
4278,4.18599,-4.2787,15400800
4279,4.18614,-4.27846,15404400
4280,4.18628,-4.27823,15408000
4281,4.18643,-4.278,15411600
4282,4.18657,-4.27776,15415200
4283,4.18671,-4.27753,15418800
4284,4.18686,-4.27729,15422400
4285,4.187,-4.27706,15426000
4286,4.18715,-4.27683,15429600
4287,4.18729,-4.27659,15433200
4288,4.18743,-4.27636,15436800
4289,4.18758,-4.27613,15440400
4290,4.18772,-4.2759,15444000
4291,4.18787,-4.27566,15447600
4292,4.18801,-4.27543,15451200
4293,4.18816,-4.2752,15454800
4294,4.1883,-4.27496,15458400
4295,4.18844,-4.27473,15462000
4296,4.18859,-4.2745,15465600
4297,4.18873,-4.27426,15469200
4298,4.18887,-4.27403,15472800
4299,4.18902,-4.2738,15476400
4300,4.18916,-4.27357,15480000
4301,4.18931,-4.27333,15483600
4302,4.18945,-4.2731,15487200
4303,4.18959,-4.27287,15490800
4304,4.18974,-4.27264,15494400
4305,4.18988,-4.2724,15498000
4306,4.19002,-4.27217,15501600
4307,4.19017,-4.27194,15505200
4308,4.19031,-4.27171,15508800
4309,4.19045,-4.27148,15512400
4310,4.1906,-4.27124,15516000
4311,4.19074,-4.27101,15519600
4312,4.19089,-4.27078,15523200
4313,4.19103,-4.27055,15526800
4314,4.19117,-4.27032,15530400
4315,4.19132,-4.27008,15534000
4316,4.19146,-4.26985,15537600
4317,4.1916,-4.26962,15541200
4318,4.19174,-4.26939,15544800
4319,4.19189,-4.26916,15548400
4320,4.19203,-4.26893,15552000
4321,4.19217,-4.2687,15555600
4322,4.19232,-4.26846,15559200
4323,4.19246,-4.26823,15562800
4324,4.1926,-4.268,15566400
4325,4.19275,-4.26777,15570000
4326,4.19289,-4.26754,15573600
4327,4.19303,-4.26731,15577200
4328,4.19317,-4.26708,15580800
4329,4.19332,-4.26685,15584400
4330,4.19346,-4.26661,15588000
4331,4.1936,-4.26638,15591600
4332,4.19375,-4.26615,15595200
4333,4.19389,-4.26592,15598800
4334,4.19403,-4.26569,15602400
4335,4.19417,-4.26546,15606000
4336,4.19432,-4.26523,15609600
4337,4.19446,-4.265,15613200
4338,4.1946,-4.26477,15616800
4339,4.19474,-4.26454,15620400
4340,4.19489,-4.26431,15624000
4341,4.19503,-4.26408,15627600
4342,4.19517,-4.26385,15631200
4343,4.19531,-4.26362,15634800
4344,4.19546,-4.26339,15638400
4345,4.1956,-4.26316,15642000
4346,4.19574,-4.26293,15645600
4347,4.19588,-4.2627,15649200
4348,4.19602,-4.26247,15652800
4349,4.19617,-4.26224,15656400
4350,4.19631,-4.26201,15660000
4351,4.19645,-4.26178,15663600
4352,4.19659,-4.26155,15667200
4353,4.19674,-4.26132,15670800
4354,4.19688,-4.26109,15674400
4355,4.19702,-4.26086,15678000
4356,4.19716,-4.26063,15681600
4357,4.1973,-4.2604,15685200
4358,4.19744,-4.26017,15688800
4359,4.19759,-4.25994,15692400
4360,4.19773,-4.25971,15696000
4361,4.19787,-4.25948,15699600
4362,4.19801,-4.25925,15703200
4363,4.19815,-4.25902,15706800
4364,4.1983,-4.25879,15710400
4365,4.19844,-4.25856,15714000
4366,4.19858,-4.25833,15717600
4367,4.19872,-4.25811,15721200
4368,4.19886,-4.25788,15724800
4369,4.199,-4.25765,15728400
4370,4.19914,-4.25742,15732000
4371,4.19929,-4.25719,15735600
4372,4.19943,-4.25696,15739200
4373,4.19957,-4.25673,15742800
4374,4.19971,-4.2565,15746400
4375,4.19985,-4.25628,15750000
4376,4.19999,-4.25605,15753600
4377,4.20013,-4.25582,15757200
4378,4.20028,-4.25559,15760800
4379,4.20042,-4.25536,15764400
4380,4.20056,-4.25513,15768000
4381,4.2007,-4.2549,15771600
4382,4.20084,-4.25468,15775200
4383,4.20098,-4.25445,15778800
4384,4.20112,-4.25422,15782400
4385,4.20126,-4.25399,15786000
4386,4.2014,-4.25376,15789600
4387,4.20154,-4.25354,15793200
4388,4.20169,-4.25331,15796800
4389,4.20183,-4.25308,15800400
4390,4.20197,-4.25285,15804000
4391,4.20211,-4.25262,15807600
4392,4.20225,-4.2524,15811200
4393,4.20239,-4.25217,15814800
4394,4.20253,-4.25194,15818400
4395,4.20267,-4.25171,15822000
4396,4.20281,-4.25149,15825600
4397,4.20295,-4.25126,15829200
4398,4.20309,-4.25103,15832800
4399,4.20323,-4.2508,15836400
4400,4.20337,-4.25058,15840000
4401,4.20351,-4.25035,15843600
4402,4.20365,-4.25012,15847200
4403,4.20379,-4.2499,15850800
4404,4.20394,-4.24967,15854400
4405,4.20408,-4.24944,15858000
4406,4.20422,-4.24921,15861600
4407,4.20436,-4.24899,15865200
4408,4.2045,-4.24876,15868800
4409,4.20464,-4.24853,15872400
4410,4.20478,-4.24831,15876000
4411,4.20492,-4.24808,15879600
4412,4.20506,-4.24785,15883200
4413,4.2052,-4.24763,15886800
4414,4.20534,-4.2474,15890400
4415,4.20548,-4.24717,15894000
4416,4.20562,-4.24695,15897600
4417,4.20576,-4.24672,15901200
4418,4.2059,-4.24649,15904800
4419,4.20604,-4.24627,15908400
4420,4.20618,-4.24604,15912000
4421,4.20632,-4.24582,15915600
4422,4.20646,-4.24559,15919200
4423,4.2066,-4.24536,15922800
4424,4.20674,-4.24514,15926400
4425,4.20688,-4.24491,15930000
4426,4.20702,-4.24469,15933600
4427,4.20716,-4.24446,15937200
4428,4.20729,-4.24423,15940800
4429,4.20743,-4.24401,15944400
4430,4.20757,-4.24378,15948000
4431,4.20771,-4.24356,15951600
4432,4.20785,-4.24333,15955200
4433,4.20799,-4.24311,15958800
4434,4.20813,-4.24288,15962400
4435,4.20827,-4.24265,15966000
4436,4.20841,-4.24243,15969600
4437,4.20855,-4.2422,15973200
4438,4.20869,-4.24198,15976800
4439,4.20883,-4.24175,15980400
4440,4.20897,-4.24153,15984000
4441,4.20911,-4.2413,15987600
4442,4.20925,-4.24108,15991200
4443,4.20939,-4.24085,15994800
4444,4.20952,-4.24063,15998400
4445,4.20966,-4.2404,16002000
4446,4.2098,-4.24018,16005600
4447,4.20994,-4.23995,16009200
4448,4.21008,-4.23973,16012800
4449,4.21022,-4.2395,16016400
4450,4.21036,-4.23928,16020000
4451,4.2105,-4.23905,16023600
4452,4.21064,-4.23883,16027200
4453,4.21078,-4.2386,16030800
4454,4.21091,-4.23838,16034400
4455,4.21105,-4.23815,16038000
4456,4.21119,-4.23793,16041600
4457,4.21133,-4.23771,16045200
4458,4.21147,-4.23748,16048800
4459,4.21161,-4.23726,16052400
4460,4.21175,-4.23703,16056000
4461,4.21188,-4.23681,16059600
4462,4.21202,-4.23658,16063200
4463,4.21216,-4.23636,16066800
4464,4.2123,-4.23614,16070400
4465,4.21244,-4.23591,16074000
4466,4.21258,-4.23569,16077600
4467,4.21272,-4.23546,16081200
4468,4.21285,-4.23524,16084800
4469,4.21299,-4.23502,16088400
4470,4.21313,-4.23479,16092000
4471,4.21327,-4.23457,16095600
4472,4.21341,-4.23435,16099200
4473,4.21355,-4.23412,16102800
4474,4.21368,-4.2339,16106400
4475,4.21382,-4.23368,16110000
4476,4.21396,-4.23345,16113600
4477,4.2141,-4.23323,16117200
4478,4.21424,-4.23301,16120800
4479,4.21437,-4.23278,16124400
4480,4.21451,-4.23256,16128000
4481,4.21465,-4.23234,16131600
4482,4.21479,-4.23211,16135200
4483,4.21493,-4.23189,16138800
4484,4.21506,-4.23167,16142400
4485,4.2152,-4.23144,16146000
4486,4.21534,-4.23122,16149600
4487,4.21548,-4.231,16153200
4488,4.21561,-4.23077,16156800
4489,4.21575,-4.23055,16160400
4490,4.21589,-4.23033,16164000
4491,4.21603,-4.23011,16167600
4492,4.21617,-4.22988,16171200
4493,4.2163,-4.22966,16174800
4494,4.21644,-4.22944,16178400
4495,4.21658,-4.22922,16182000
4496,4.21672,-4.22899,16185600
4497,4.21685,-4.22877,16189200
4498,4.21699,-4.22855,16192800
4499,4.21713,-4.22833,16196400
4500,4.21727,-4.2281,16200000
4501,4.2174,-4.22788,16203600
4502,4.21754,-4.22766,16207200
4503,4.21768,-4.22744,16210800
4504,4.21781,-4.22722,16214400
4505,4.21795,-4.22699,16218000
4506,4.21809,-4.22677,16221600
4507,4.21823,-4.22655,16225200
4508,4.21836,-4.22633,16228800
4509,4.2185,-4.22611,16232400
4510,4.21864,-4.22588,16236000
4511,4.21877,-4.22566,16239600
4512,4.21891,-4.22544,16243200
4513,4.21905,-4.22522,16246800
4514,4.21919,-4.225,16250400
4515,4.21932,-4.22478,16254000
4516,4.21946,-4.22456,16257600
4517,4.2196,-4.22433,16261200
4518,4.21973,-4.22411,16264800
4519,4.21987,-4.22389,16268400
4520,4.22001,-4.22367,16272000
4521,4.22014,-4.22345,16275600
4522,4.22028,-4.22323,16279200
4523,4.22042,-4.22301,16282800
4524,4.22055,-4.22279,16286400
4525,4.22069,-4.22256,16290000
4526,4.22083,-4.22234,16293600
4527,4.22096,-4.22212,16297200
4528,4.2211,-4.2219,16300800
4529,4.22124,-4.22168,16304400
4530,4.22137,-4.22146,16308000
4531,4.22151,-4.22124,16311600
4532,4.22165,-4.22102,16315200
4533,4.22178,-4.2208,16318800
4534,4.22192,-4.22058,16322400
4535,4.22205,-4.22036,16326000
4536,4.22219,-4.22014,16329600
4537,4.22233,-4.21992,16333200
4538,4.22246,-4.2197,16336800
4539,4.2226,-4.21948,16340400
4540,4.22274,-4.21925,16344000
4541,4.22287,-4.21903,16347600
4542,4.22301,-4.21881,16351200
4543,4.22314,-4.21859,16354800
4544,4.22328,-4.21837,16358400
4545,4.22342,-4.21815,16362000
4546,4.22355,-4.21793,16365600
4547,4.22369,-4.21771,16369200
4548,4.22382,-4.21749,16372800
4549,4.22396,-4.21727,16376400
4550,4.2241,-4.21705,16380000
4551,4.22423,-4.21683,16383600
4552,4.22437,-4.21662,16387200
4553,4.2245,-4.2164,16390800
4554,4.22464,-4.21618,16394400
4555,4.22477,-4.21596,16398000
4556,4.22491,-4.21574,16401600
4557,4.22505,-4.21552,16405200
4558,4.22518,-4.2153,16408800
4559,4.22532,-4.21508,16412400
4560,4.22545,-4.21486,16416000
4561,4.22559,-4.21464,16419600
4562,4.22572,-4.21442,16423200
4563,4.22586,-4.2142,16426800
4564,4.22599,-4.21398,16430400
4565,4.22613,-4.21376,16434000
4566,4.22627,-4.21354,16437600
4567,4.2264,-4.21333,16441200
4568,4.22654,-4.21311,16444800
4569,4.22667,-4.21289,16448400
4570,4.22681,-4.21267,16452000
4571,4.22694,-4.21245,16455600
4572,4.22708,-4.21223,16459200
4573,4.22721,-4.21201,16462800
4574,4.22735,-4.21179,16466400
4575,4.22748,-4.21158,16470000
4576,4.22762,-4.21136,16473600
4577,4.22775,-4.21114,16477200
4578,4.22789,-4.21092,16480800
4579,4.22802,-4.2107,16484400
4580,4.22816,-4.21048,16488000
4581,4.22829,-4.21026,16491600
4582,4.22843,-4.21005,16495200
4583,4.22856,-4.20983,16498800
4584,4.2287,-4.20961,16502400
4585,4.22883,-4.20939,16506000
4586,4.22897,-4.20917,16509600
4587,4.2291,-4.20896,16513200
4588,4.22924,-4.20874,16516800
4589,4.22937,-4.20852,16520400
4590,4.22951,-4.2083,16524000
4591,4.22964,-4.20808,16527600
4592,4.22978,-4.20787,16531200
4593,4.22991,-4.20765,16534800
4594,4.23004,-4.20743,16538400
4595,4.23018,-4.20721,16542000
4596,4.23031,-4.207,16545600
4597,4.23045,-4.20678,16549200
4598,4.23058,-4.20656,16552800
4599,4.23072,-4.20634,16556400
4600,4.23085,-4.20613,16560000
4601,4.23099,-4.20591,16563600
4602,4.23112,-4.20569,16567200
4603,4.23125,-4.20547,16570800
4604,4.23139,-4.20526,16574400
4605,4.23152,-4.20504,16578000
4606,4.23166,-4.20482,16581600
4607,4.23179,-4.20461,16585200
4608,4.23193,-4.20439,16588800
4609,4.23206,-4.20417,16592400
4610,4.23219,-4.20395,16596000
4611,4.23233,-4.20374,16599600
4612,4.23246,-4.20352,16603200
4613,4.2326,-4.2033,16606800
4614,4.23273,-4.20309,16610400
4615,4.23286,-4.20287,16614000
4616,4.233,-4.20265,16617600
4617,4.23313,-4.20244,16621200
4618,4.23327,-4.20222,16624800
4619,4.2334,-4.202,16628400
4620,4.23353,-4.20179,16632000
4621,4.23367,-4.20157,16635600
4622,4.2338,-4.20135,16639200
4623,4.23393,-4.20114,16642800
4624,4.23407,-4.20092,16646400
4625,4.2342,-4.20071,16650000
4626,4.23434,-4.20049,16653600
4627,4.23447,-4.20027,16657200
4628,4.2346,-4.20006,16660800
4629,4.23474,-4.19984,16664400
4630,4.23487,-4.19963,16668000
4631,4.235,-4.19941,16671600
4632,4.23514,-4.19919,16675200
4633,4.23527,-4.19898,16678800
4634,4.2354,-4.19876,16682400
4635,4.23554,-4.19855,16686000
4636,4.23567,-4.19833,16689600
4637,4.2358,-4.19811,16693200
4638,4.23594,-4.1979,16696800
4639,4.23607,-4.19768,16700400
4640,4.2362,-4.19747,16704000
4641,4.23634,-4.19725,16707600
4642,4.23647,-4.19704,16711200
4643,4.2366,-4.19682,16714800
4644,4.23674,-4.19661,16718400
4645,4.23687,-4.19639,16722000
4646,4.237,-4.19618,16725600
4647,4.23714,-4.19596,16729200
4648,4.23727,-4.19574,16732800
4649,4.2374,-4.19553,16736400
4650,4.23753,-4.19531,16740000
4651,4.23767,-4.1951,16743600
4652,4.2378,-4.19488,16747200
4653,4.23793,-4.19467,16750800
4654,4.23807,-4.19445,16754400
4655,4.2382,-4.19424,16758000
4656,4.23833,-4.19403,16761600
4657,4.23846,-4.19381,16765200
4658,4.2386,-4.1936,16768800
4659,4.23873,-4.19338,16772400
4660,4.23886,-4.19317,16776000
4661,4.239,-4.19295,16779600
4662,4.23913,-4.19274,16783200
4663,4.23926,-4.19252,16786800
4664,4.23939,-4.19231,16790400
4665,4.23953,-4.19209,16794000
4666,4.23966,-4.19188,16797600
4667,4.23979,-4.19167,16801200
4668,4.23992,-4.19145,16804800
4669,4.24006,-4.19124,16808400
4670,4.24019,-4.19102,16812000
4671,4.24032,-4.19081,16815600
4672,4.24045,-4.19059,16819200
4673,4.24058,-4.19038,16822800
4674,4.24072,-4.19017,16826400
4675,4.24085,-4.18995,16830000
4676,4.24098,-4.18974,16833600
4677,4.24111,-4.18953,16837200
4678,4.24125,-4.18931,16840800
4679,4.24138,-4.1891,16844400
4680,4.24151,-4.18888,16848000
4681,4.24164,-4.18867,16851600
4682,4.24177,-4.18846,16855200
4683,4.24191,-4.18824,16858800
4684,4.24204,-4.18803,16862400
4685,4.24217,-4.18782,16866000
4686,4.2423,-4.1876,16869600
4687,4.24243,-4.18739,16873200
4688,4.24257,-4.18718,16876800
4689,4.2427,-4.18696,16880400
4690,4.24283,-4.18675,16884000
4691,4.24296,-4.18654,16887600
4692,4.24309,-4.18632,16891200
4693,4.24322,-4.18611,16894800
4694,4.24336,-4.1859,16898400
4695,4.24349,-4.18568,16902000
4696,4.24362,-4.18547,16905600
4697,4.24375,-4.18526,16909200
4698,4.24388,-4.18505,16912800
4699,4.24401,-4.18483,16916400
4700,4.24415,-4.18462,16920000
4701,4.24428,-4.18441,16923600
4702,4.24441,-4.18419,16927200
4703,4.24454,-4.18398,16930800
4704,4.24467,-4.18377,16934400
4705,4.2448,-4.18356,16938000
4706,4.24493,-4.18334,16941600
4707,4.24507,-4.18313,16945200
4708,4.2452,-4.18292,16948800
4709,4.24533,-4.18271,16952400
4710,4.24546,-4.18249,16956000
4711,4.24559,-4.18228,16959600
4712,4.24572,-4.18207,16963200
4713,4.24585,-4.18186,16966800
4714,4.24598,-4.18165,16970400
4715,4.24612,-4.18143,16974000
4716,4.24625,-4.18122,16977600
4717,4.24638,-4.18101,16981200
4718,4.24651,-4.1808,16984800
4719,4.24664,-4.18059,16988400
4720,4.24677,-4.18037,16992000
4721,4.2469,-4.18016,16995600
4722,4.24703,-4.17995,16999200
4723,4.24716,-4.17974,17002800
4724,4.24729,-4.17953,17006400
4725,4.24743,-4.17931,17010000
4726,4.24756,-4.1791,17013600
4727,4.24769,-4.17889,17017200
4728,4.24782,-4.17868,17020800
4729,4.24795,-4.17847,17024400
4730,4.24808,-4.17826,17028000
4731,4.24821,-4.17805,17031600
4732,4.24834,-4.17783,17035200
4733,4.24847,-4.17762,17038800
4734,4.2486,-4.17741,17042400
4735,4.24873,-4.1772,17046000
4736,4.24886,-4.17699,17049600
4737,4.24899,-4.17678,17053200
4738,4.24912,-4.17657,17056800
4739,4.24925,-4.17636,17060400
4740,4.24938,-4.17614,17064000
4741,4.24951,-4.17593,17067600
4742,4.24965,-4.17572,17071200
4743,4.24978,-4.17551,17074800
4744,4.24991,-4.1753,17078400
4745,4.25004,-4.17509,17082000
4746,4.25017,-4.17488,17085600
4747,4.2503,-4.17467,17089200
4748,4.25043,-4.17446,17092800
4749,4.25056,-4.17425,17096400
4750,4.25069,-4.17404,17100000
4751,4.25082,-4.17383,17103600
4752,4.25095,-4.17362,17107200
4753,4.25108,-4.17341,17110800
4754,4.25121,-4.1732,17114400
4755,4.25134,-4.17299,17118000
4756,4.25147,-4.17277,17121600
4757,4.2516,-4.17256,17125200
4758,4.25173,-4.17235,17128800
4759,4.25186,-4.17214,17132400
4760,4.25199,-4.17193,17136000
4761,4.25212,-4.17172,17139600
4762,4.25225,-4.17151,17143200
4763,4.25238,-4.1713,17146800
4764,4.25251,-4.17109,17150400
4765,4.25264,-4.17088,17154000
4766,4.25277,-4.17067,17157600
4767,4.2529,-4.17046,17161200
4768,4.25303,-4.17026,17164800
4769,4.25315,-4.17005,17168400
4770,4.25328,-4.16984,17172000
4771,4.25341,-4.16963,17175600
4772,4.25354,-4.16942,17179200
4773,4.25367,-4.16921,17182800
4774,4.2538,-4.169,17186400
4775,4.25393,-4.16879,17190000
4776,4.25406,-4.16858,17193600
4777,4.25419,-4.16837,17197200
4778,4.25432,-4.16816,17200800
4779,4.25445,-4.16795,17204400
4780,4.25458,-4.16774,17208000
4781,4.25471,-4.16753,17211600
4782,4.25484,-4.16732,17215200
4783,4.25497,-4.16711,17218800
4784,4.2551,-4.1669,17222400
4785,4.25523,-4.1667,17226000
4786,4.25535,-4.16649,17229600
4787,4.25548,-4.16628,17233200
4788,4.25561,-4.16607,17236800
4789,4.25574,-4.16586,17240400
4790,4.25587,-4.16565,17244000
4791,4.256,-4.16544,17247600
4792,4.25613,-4.16523,17251200
4793,4.25626,-4.16503,17254800
