n,g_data[n],q_lntts[n],q_time[n]
3185,4.01359,-4.57373,11466000
3186,4.01374,-4.57342,11469600
3187,4.01389,-4.5731,11473200
3188,4.01404,-4.57279,11476800
3189,4.01419,-4.57247,11480400
3190,4.01435,-4.57216,11484000
3191,4.0145,-4.57185,11487600
3192,4.01465,-4.57153,11491200
3193,4.0148,-4.57122,11494800
3194,4.01495,-4.57091,11498400
3195,4.0151,-4.57059,11502000
3196,4.01525,-4.57028,11505600
3197,4.0154,-4.56997,11509200
3198,4.01556,-4.56966,11512800
3199,4.01571,-4.56934,11516400
3200,4.01586,-4.56903,11520000
3201,4.01601,-4.56872,11523600
3202,4.01616,-4.56841,11527200
3203,4.01631,-4.56809,11530800
3204,4.01646,-4.56778,11534400
3205,4.01661,-4.56747,11538000
3206,4.01676,-4.56716,11541600
3207,4.01691,-4.56685,11545200
3208,4.01706,-4.56653,11548800
3209,4.01721,-4.56622,11552400
3210,4.01736,-4.56591,11556000
3211,4.01751,-4.5656,11559600
3212,4.01766,-4.56529,11563200
3213,4.01782,-4.56498,11566800
3214,4.01797,-4.56467,11570400
3215,4.01812,-4.56435,11574000
3216,4.01827,-4.56404,11577600
3217,4.01842,-4.56373,11581200
3218,4.01857,-4.56342,11584800
3219,4.01872,-4.56311,11588400
3220,4.01887,-4.5628,11592000
3221,4.01902,-4.56249,11595600
3222,4.01917,-4.56218,11599200
3223,4.01932,-4.56187,11602800
3224,4.01947,-4.56156,11606400
3225,4.01962,-4.56125,11610000
3226,4.01977,-4.56094,11613600
3227,4.01991,-4.56063,11617200
3228,4.02006,-4.56032,11620800
3229,4.02021,-4.56001,11624400
3230,4.02036,-4.5597,11628000
3231,4.02051,-4.55939,11631600
3232,4.02066,-4.55908,11635200
3233,4.02081,-4.55877,11638800
3234,4.02096,-4.55846,11642400
3235,4.02111,-4.55815,11646000
3236,4.02126,-4.55784,11649600
3237,4.02141,-4.55753,11653200
3238,4.02156,-4.55723,11656800
3239,4.02171,-4.55692,11660400
3240,4.02186,-4.55661,11664000
3241,4.02201,-4.5563,11667600
3242,4.02215,-4.55599,11671200
3243,4.0223,-4.55568,11674800
3244,4.02245,-4.55537,11678400
3245,4.0226,-4.55507,11682000
3246,4.02275,-4.55476,11685600
3247,4.0229,-4.55445,11689200
3248,4.02305,-4.55414,11692800
3249,4.0232,-4.55383,11696400
3250,4.02334,-4.55353,11700000
3251,4.02349,-4.55322,11703600
3252,4.02364,-4.55291,11707200
3253,4.02379,-4.5526,11710800
3254,4.02394,-4.5523,11714400
3255,4.02409,-4.55199,11718000
3256,4.02423,-4.55168,11721600
3257,4.02438,-4.55138,11725200
3258,4.02453,-4.55107,11728800
3259,4.02468,-4.55076,11732400
3260,4.02483,-4.55045,11736000
3261,4.02498,-4.55015,11739600
3262,4.02512,-4.54984,11743200
3263,4.02527,-4.54953,11746800
3264,4.02542,-4.54923,11750400
3265,4.02557,-4.54892,11754000
3266,4.02572,-4.54862,11757600
3267,4.02586,-4.54831,11761200
3268,4.02601,-4.548,11764800
3269,4.02616,-4.5477,11768400
3270,4.02631,-4.54739,11772000
3271,4.02645,-4.54709,11775600
3272,4.0266,-4.54678,11779200
3273,4.02675,-4.54647,11782800
3274,4.0269,-4.54617,11786400
3275,4.02704,-4.54586,11790000
3276,4.02719,-4.54556,11793600
3277,4.02734,-4.54525,11797200
3278,4.02749,-4.54495,11800800
3279,4.02763,-4.54464,11804400
3280,4.02778,-4.54434,11808000
3281,4.02793,-4.54403,11811600
3282,4.02808,-4.54373,11815200
3283,4.02822,-4.54342,11818800
3284,4.02837,-4.54312,11822400
3285,4.02852,-4.54282,11826000
3286,4.02866,-4.54251,11829600
3287,4.02881,-4.54221,11833200
3288,4.02896,-4.5419,11836800
3289,4.0291,-4.5416,11840400
3290,4.02925,-4.54129,11844000
3291,4.0294,-4.54099,11847600
3292,4.02954,-4.54069,11851200
3293,4.02969,-4.54038,11854800
3294,4.02984,-4.54008,11858400
3295,4.02998,-4.53978,11862000
3296,4.03013,-4.53947,11865600
3297,4.03028,-4.53917,11869200
3298,4.03042,-4.53887,11872800
3299,4.03057,-4.53856,11876400
3300,4.03072,-4.53826,11880000
3301,4.03086,-4.53796,11883600
3302,4.03101,-4.53765,11887200
3303,4.03116,-4.53735,11890800
3304,4.0313,-4.53705,11894400
3305,4.03145,-4.53675,11898000
3306,4.03159,-4.53644,11901600
3307,4.03174,-4.53614,11905200
3308,4.03189,-4.53584,11908800
3309,4.03203,-4.53554,11912400
3310,4.03218,-4.53523,11916000
3311,4.03232,-4.53493,11919600
3312,4.03247,-4.53463,11923200
3313,4.03262,-4.53433,11926800
3314,4.03276,-4.53403,11930400
3315,4.03291,-4.53372,11934000
3316,4.03305,-4.53342,11937600
3317,4.0332,-4.53312,11941200
3318,4.03334,-4.53282,11944800
3319,4.03349,-4.53252,11948400
3320,4.03363,-4.53222,11952000
3321,4.03378,-4.53192,11955600
3322,4.03393,-4.53161,11959200
3323,4.03407,-4.53131,11962800
3324,4.03422,-4.53101,11966400
3325,4.03436,-4.53071,11970000
3326,4.03451,-4.53041,11973600
3327,4.03465,-4.53011,11977200
3328,4.0348,-4.52981,11980800
3329,4.03494,-4.52951,11984400
3330,4.03509,-4.52921,11988000
3331,4.03523,-4.52891,11991600
3332,4.03538,-4.52861,11995200
3333,4.03552,-4.52831,11998800
3334,4.03567,-4.52801,12002400
3335,4.03581,-4.52771,12006000
3336,4.03596,-4.52741,12009600
3337,4.0361,-4.52711,12013200
3338,4.03625,-4.52681,12016800
3339,4.03639,-4.52651,12020400
3340,4.03653,-4.52621,12024000
3341,4.03668,-4.52591,12027600
3342,4.03682,-4.52561,12031200
3343,4.03697,-4.52531,12034800
3344,4.03711,-4.52501,12038400
3345,4.03726,-4.52472,12042000
3346,4.0374,-4.52442,12045600
3347,4.03755,-4.52412,12049200
3348,4.03769,-4.52382,12052800
3349,4.03783,-4.52352,12056400
3350,4.03798,-4.52322,12060000
3351,4.03812,-4.52292,12063600
3352,4.03827,-4.52262,12067200
3353,4.03841,-4.52233,12070800
3354,4.03855,-4.52203,12074400
3355,4.0387,-4.52173,12078000
3356,4.03884,-4.52143,12081600
3357,4.03899,-4.52113,12085200
3358,4.03913,-4.52084,12088800
3359,4.03927,-4.52054,12092400
3360,4.03942,-4.52024,12096000
3361,4.03956,-4.51994,12099600
3362,4.0397,-4.51965,12103200
3363,4.03985,-4.51935,12106800
3364,4.03999,-4.51905,12110400
3365,4.04014,-4.51875,12114000
3366,4.04028,-4.51846,12117600
3367,4.04042,-4.51816,12121200
3368,4.04057,-4.51786,12124800
3369,4.04071,-4.51757,12128400
3370,4.04085,-4.51727,12132000
3371,4.041,-4.51697,12135600
3372,4.04114,-4.51668,12139200
3373,4.04128,-4.51638,12142800
3374,4.04143,-4.51608,12146400
3375,4.04157,-4.51579,12150000
3376,4.04171,-4.51549,12153600
3377,4.04185,-4.51519,12157200
3378,4.042,-4.5149,12160800
3379,4.04214,-4.5146,12164400
3380,4.04228,-4.51431,12168000
3381,4.04243,-4.51401,12171600
3382,4.04257,-4.51371,12175200
3383,4.04271,-4.51342,12178800
3384,4.04285,-4.51312,12182400
3385,4.043,-4.51283,12186000
3386,4.04314,-4.51253,12189600
3387,4.04328,-4.51224,12193200
3388,4.04342,-4.51194,12196800
3389,4.04357,-4.51165,12200400
3390,4.04371,-4.51135,12204000
3391,4.04385,-4.51106,12207600
3392,4.04399,-4.51076,12211200
3393,4.04414,-4.51047,12214800
3394,4.04428,-4.51017,12218400
3395,4.04442,-4.50988,12222000
3396,4.04456,-4.50958,12225600
3397,4.04471,-4.50929,12229200
3398,4.04485,-4.50899,12232800
3399,4.04499,-4.5087,12236400
3400,4.04513,-4.50841,12240000
3401,4.04527,-4.50811,12243600
3402,4.04542,-4.50782,12247200
3403,4.04556,-4.50752,12250800
3404,4.0457,-4.50723,12254400
3405,4.04584,-4.50694,12258000
3406,4.04598,-4.50664,12261600
3407,4.04613,-4.50635,12265200
3408,4.04627,-4.50606,12268800
3409,4.04641,-4.50576,12272400
3410,4.04655,-4.50547,12276000
3411,4.04669,-4.50518,12279600
3412,4.04683,-4.50488,12283200
3413,4.04698,-4.50459,12286800
3414,4.04712,-4.5043,12290400
3415,4.04726,-4.504,12294000
3416,4.0474,-4.50371,12297600
3417,4.04754,-4.50342,12301200
3418,4.04768,-4.50313,12304800
3419,4.04782,-4.50283,12308400
3420,4.04796,-4.50254,12312000
3421,4.04811,-4.50225,12315600
3422,4.04825,-4.50196,12319200
3423,4.04839,-4.50166,12322800
3424,4.04853,-4.50137,12326400
3425,4.04867,-4.50108,12330000
3426,4.04881,-4.50079,12333600
3427,4.04895,-4.5005,12337200
3428,4.04909,-4.5002,12340800
3429,4.04925,-4.49991,12344400
3430,4.04943,-4.49962,12348000
3431,4.04961,-4.49933,12351600
3432,4.04979,-4.49904,12355200
3433,4.04997,-4.49875,12358800
3434,4.05015,-4.49846,12362400
3435,4.05033,-4.49817,12366000
3436,4.05051,-4.49787,12369600
3437,4.05069,-4.49758,12373200
3438,4.05087,-4.49729,12376800
3439,4.05105,-4.497,12380400
3440,4.05123,-4.49671,12384000
3441,4.0514,-4.49642,12387600
3442,4.05158,-4.49613,12391200
3443,4.05176,-4.49584,12394800
3444,4.05194,-4.49555,12398400
3445,4.05212,-4.49526,12402000
3446,4.0523,-4.49497,12405600
3447,4.05248,-4.49468,12409200
3448,4.05266,-4.49439,12412800
3449,4.05284,-4.4941,12416400
3450,4.05302,-4.49381,12420000
3451,4.0532,-4.49352,12423600
3452,4.05338,-4.49323,12427200
3453,4.05356,-4.49294,12430800
3454,4.05374,-4.49265,12434400
3455,4.05391,-4.49236,12438000
3456,4.05409,-4.49207,12441600
3457,4.05427,-4.49178,12445200
3458,4.05445,-4.49149,12448800
3459,4.05463,-4.4912,12452400
3460,4.05481,-4.49091,12456000
3461,4.05499,-4.49062,12459600
3462,4.05517,-4.49034,12463200
3463,4.05534,-4.49005,12466800
3464,4.05552,-4.48976,12470400
3465,4.0557,-4.48947,12474000
3466,4.05588,-4.48918,12477600
3467,4.05606,-4.48889,12481200
3468,4.05624,-4.4886,12484800
3469,4.05641,-4.48832,12488400
3470,4.05659,-4.48803,12492000
3471,4.05677,-4.48774,12495600
3472,4.05695,-4.48745,12499200
3473,4.05713,-4.48716,12502800
3474,4.0573,-4.48688,12506400
3475,4.05748,-4.48659,12510000
3476,4.05766,-4.4863,12513600
3477,4.05784,-4.48601,12517200
3478,4.05802,-4.48572,12520800
3479,4.05819,-4.48544,12524400
3480,4.05837,-4.48515,12528000
3481,4.05855,-4.48486,12531600
3482,4.05873,-4.48458,12535200
3483,4.0589,-4.48429,12538800
3484,4.05908,-4.484,12542400
3485,4.05926,-4.48371,12546000
3486,4.05944,-4.48343,12549600
3487,4.05961,-4.48314,12553200
3488,4.05979,-4.48285,12556800
3489,4.05997,-4.48257,12560400
3490,4.06015,-4.48228,12564000
3491,4.06032,-4.48199,12567600
3492,4.0605,-4.48171,12571200
3493,4.06068,-4.48142,12574800
3494,4.06085,-4.48113,12578400
3495,4.06103,-4.48085,12582000
3496,4.06121,-4.48056,12585600
3497,4.06138,-4.48028,12589200
3498,4.06156,-4.47999,12592800
3499,4.06174,-4.4797,12596400
3500,4.06191,-4.47942,12600000
3501,4.06209,-4.47913,12603600
3502,4.06227,-4.47885,12607200
3503,4.06244,-4.47856,12610800
3504,4.06262,-4.47828,12614400
3505,4.0628,-4.47799,12618000
3506,4.06297,-4.47771,12621600
3507,4.06315,-4.47742,12625200
3508,4.06333,-4.47714,12628800
3509,4.0635,-4.47685,12632400
3510,4.06368,-4.47657,12636000
3511,4.06385,-4.47628,12639600
3512,4.06403,-4.476,12643200
3513,4.06421,-4.47571,12646800
3514,4.06438,-4.47543,12650400
3515,4.06456,-4.47514,12654000
3516,4.06473,-4.47486,12657600
3517,4.06491,-4.47457,12661200
3518,4.06508,-4.47429,12664800
3519,4.06526,-4.47401,12668400
3520,4.06544,-4.47372,12672000
3521,4.06561,-4.47344,12675600
3522,4.06579,-4.47315,12679200
3523,4.06596,-4.47287,12682800
3524,4.06614,-4.47259,12686400
3525,4.06631,-4.4723,12690000
3526,4.06649,-4.47202,12693600
3527,4.06666,-4.47173,12697200
3528,4.06684,-4.47145,12700800
3529,4.06701,-4.47117,12704400
3530,4.06719,-4.47088,12708000
3531,4.06736,-4.4706,12711600
3532,4.06754,-4.47032,12715200
3533,4.06771,-4.47003,12718800
3534,4.06789,-4.46975,12722400
3535,4.06806,-4.46947,12726000
3536,4.06824,-4.46919,12729600
3537,4.06841,-4.4689,12733200
3538,4.06859,-4.46862,12736800
3539,4.06876,-4.46834,12740400
3540,4.06894,-4.46806,12744000
3541,4.06911,-4.46777,12747600
3542,4.06929,-4.46749,12751200
3543,4.06946,-4.46721,12754800
3544,4.06964,-4.46693,12758400
3545,4.06981,-4.46664,12762000
3546,4.06999,-4.46636,12765600
3547,4.07016,-4.46608,12769200
3548,4.07033,-4.4658,12772800
3549,4.07051,-4.46552,12776400
3550,4.07068,-4.46523,12780000
3551,4.07086,-4.46495,12783600
3552,4.07103,-4.46467,12787200
3553,4.0712,-4.46439,12790800
3554,4.07138,-4.46411,12794400
3555,4.07155,-4.46383,12798000
3556,4.07173,-4.46355,12801600
3557,4.0719,-4.46326,12805200
3558,4.07207,-4.46298,12808800
3559,4.07225,-4.4627,12812400
3560,4.07242,-4.46242,12816000
3561,4.07259,-4.46214,12819600
3562,4.07277,-4.46186,12823200
3563,4.07294,-4.46158,12826800
3564,4.07312,-4.4613,12830400
3565,4.07329,-4.46102,12834000
3566,4.07346,-4.46074,12837600
3567,4.07364,-4.46046,12841200
3568,4.07381,-4.46018,12844800
3569,4.07398,-4.4599,12848400
3570,4.07416,-4.45962,12852000
3571,4.07433,-4.45934,12855600
3572,4.0745,-4.45906,12859200
3573,4.07467,-4.45878,12862800
3574,4.07485,-4.4585,12866400
3575,4.07502,-4.45822,12870000
3576,4.07519,-4.45794,12873600
3577,4.07537,-4.45766,12877200
3578,4.07554,-4.45738,12880800
3579,4.07571,-4.4571,12884400
3580,4.07588,-4.45682,12888000
3581,4.07606,-4.45654,12891600
3582,4.07623,-4.45626,12895200
3583,4.0764,-4.45598,12898800
3584,4.07657,-4.4557,12902400
3585,4.07675,-4.45542,12906000
3586,4.07692,-4.45514,12909600
3587,4.07709,-4.45487,12913200
3588,4.07726,-4.45459,12916800
3589,4.07744,-4.45431,12920400
3590,4.07761,-4.45403,12924000
3591,4.07778,-4.45375,12927600
3592,4.07795,-4.45347,12931200
3593,4.07812,-4.45319,12934800
3594,4.0783,-4.45292,12938400
3595,4.07847,-4.45264,12942000
3596,4.07864,-4.45236,12945600
3597,4.07881,-4.45208,12949200
3598,4.07898,-4.4518,12952800
3599,4.07916,-4.45153,12956400
3600,4.07933,-4.45125,12960000
3601,4.0795,-4.45097,12963600
3602,4.07967,-4.45069,12967200
3603,4.07984,-4.45042,12970800
3604,4.08001,-4.45014,12974400
3605,4.08019,-4.44986,12978000
3606,4.08036,-4.44958,12981600
3607,4.08053,-4.44931,12985200
3608,4.0807,-4.44903,12988800
3609,4.08087,-4.44875,12992400
3610,4.08104,-4.44847,12996000
3611,4.08121,-4.4482,12999600
3612,4.08138,-4.44792,13003200
3613,4.08156,-4.44764,13006800
3614,4.08173,-4.44737,13010400
3615,4.0819,-4.44709,13014000
3616,4.08207,-4.44681,13017600
3617,4.08224,-4.44654,13021200
3618,4.08241,-4.44626,13024800
3619,4.08258,-4.44598,13028400
3620,4.08275,-4.44571,13032000
3621,4.08292,-4.44543,13035600
3622,4.08309,-4.44516,13039200
3623,4.08326,-4.44488,13042800
3624,4.08344,-4.4446,13046400
3625,4.08361,-4.44433,13050000
3626,4.08378,-4.44405,13053600
3627,4.08395,-4.44378,13057200
3628,4.08412,-4.4435,13060800
3629,4.08429,-4.44322,13064400
3630,4.08446,-4.44295,13068000
3631,4.08463,-4.44267,13071600
3632,4.0848,-4.4424,13075200
3633,4.08497,-4.44212,13078800
3634,4.08514,-4.44185,13082400
3635,4.08531,-4.44157,13086000
3636,4.08548,-4.4413,13089600
3637,4.08565,-4.44102,13093200
3638,4.08582,-4.44075,13096800
3639,4.08599,-4.44047,13100400
3640,4.08616,-4.4402,13104000
3641,4.08633,-4.43992,13107600
3642,4.0865,-4.43965,13111200
3643,4.08667,-4.43937,13114800
3644,4.08684,-4.4391,13118400
3645,4.08701,-4.43883,13122000
3646,4.08718,-4.43855,13125600
3647,4.08735,-4.43828,13129200
3648,4.08752,-4.438,13132800
3649,4.08768,-4.43773,13136400
3650,4.08785,-4.43745,13140000
3651,4.08802,-4.43718,13143600
3652,4.08819,-4.43691,13147200
3653,4.08836,-4.43663,13150800
3654,4.08853,-4.43636,13154400
3655,4.0887,-4.43609,13158000
3656,4.08887,-4.43581,13161600
3657,4.08904,-4.43554,13165200
3658,4.08921,-4.43527,13168800
3659,4.08938,-4.43499,13172400
3660,4.08955,-4.43472,13176000
3661,4.08971,-4.43445,13179600
3662,4.08988,-4.43417,13183200
3663,4.09005,-4.4339,13186800
3664,4.09022,-4.43363,13190400
3665,4.09039,-4.43335,13194000
3666,4.09056,-4.43308,13197600
3667,4.09073,-4.43281,13201200
3668,4.0909,-4.43254,13204800
3669,4.09106,-4.43226,13208400
3670,4.09123,-4.43199,13212000
3671,4.0914,-4.43172,13215600
3672,4.09157,-4.43145,13219200
3673,4.09174,-4.43117,13222800
3674,4.09191,-4.4309,13226400
3675,4.09207,-4.43063,13230000
3676,4.09224,-4.43036,13233600
3677,4.09241,-4.43008,13237200
3678,4.09258,-4.42981,13240800
3679,4.09275,-4.42954,13244400
3680,4.09291,-4.42927,13248000
3681,4.09308,-4.429,13251600
3682,4.09325,-4.42873,13255200
3683,4.09342,-4.42845,13258800
3684,4.09359,-4.42818,13262400
3685,4.09375,-4.42791,13266000
3686,4.09392,-4.42764,13269600
3687,4.09409,-4.42737,13273200
3688,4.09426,-4.4271,13276800
3689,4.09442,-4.42683,13280400
3690,4.09459,-4.42656,13284000
3691,4.09476,-4.42628,13287600
3692,4.09493,-4.42601,13291200
3693,4.09509,-4.42574,13294800
3694,4.09526,-4.42547,13298400
3695,4.09543,-4.4252,13302000
3696,4.0956,-4.42493,13305600
3697,4.09576,-4.42466,13309200
3698,4.09593,-4.42439,13312800
3699,4.0961,-4.42412,13316400
3700,4.09626,-4.42385,13320000
3701,4.09643,-4.42358,13323600
3702,4.0966,-4.42331,13327200
3703,4.09677,-4.42304,13330800
3704,4.09693,-4.42277,13334400
3705,4.0971,-4.4225,13338000
3706,4.09727,-4.42223,13341600
3707,4.09743,-4.42196,13345200
3708,4.0976,-4.42169,13348800
3709,4.09777,-4.42142,13352400
3710,4.09793,-4.42115,13356000
3711,4.0981,-4.42088,13359600
3712,4.09827,-4.42061,13363200
3713,4.09843,-4.42034,13366800
3714,4.0986,-4.42007,13370400
3715,4.09877,-4.4198,13374000
3716,4.09893,-4.41953,13377600
3717,4.0991,-4.41927,13381200
3718,4.09926,-4.419,13384800
3719,4.09943,-4.41873,13388400
3720,4.0996,-4.41846,13392000
3721,4.09976,-4.41819,13395600
3722,4.09993,-4.41792,13399200
3723,4.1001,-4.41765,13402800
3724,4.10026,-4.41738,13406400
3725,4.10043,-4.41712,13410000
3726,4.10059,-4.41685,13413600
3727,4.10076,-4.41658,13417200
3728,4.10093,-4.41631,13420800
3729,4.10109,-4.41604,13424400
3730,4.10126,-4.41577,13428000
3731,4.10142,-4.41551,13431600
3732,4.10159,-4.41524,13435200
3733,4.10175,-4.41497,13438800
3734,4.10192,-4.4147,13442400
3735,4.10208,-4.41443,13446000
3736,4.10225,-4.41417,13449600
3737,4.10242,-4.4139,13453200
3738,4.10258,-4.41363,13456800
3739,4.10275,-4.41336,13460400
3740,4.10291,-4.4131,13464000
3741,4.10308,-4.41283,13467600
3742,4.10324,-4.41256,13471200
3743,4.10341,-4.41229,13474800
3744,4.10357,-4.41203,13478400
3745,4.10374,-4.41176,13482000
3746,4.1039,-4.41149,13485600
3747,4.10407,-4.41123,13489200
3748,4.10423,-4.41096,13492800
3749,4.1044,-4.41069,13496400
3750,4.10456,-4.41043,13500000
3751,4.10473,-4.41016,13503600
3752,4.10489,-4.40989,13507200
3753,4.10506,-4.40963,13510800
3754,4.10522,-4.40936,13514400
3755,4.10539,-4.40909,13518000
3756,4.10555,-4.40883,13521600
3757,4.10572,-4.40856,13525200
3758,4.10588,-4.4083,13528800
3759,4.10604,-4.40803,13532400
3760,4.10621,-4.40776,13536000
3761,4.10637,-4.4075,13539600
3762,4.10654,-4.40723,13543200
3763,4.1067,-4.40697,13546800
3764,4.10687,-4.4067,13550400
3765,4.10703,-4.40643,13554000
3766,4.10719,-4.40617,13557600
3767,4.10736,-4.4059,13561200
3768,4.10752,-4.40564,13564800
3769,4.10769,-4.40537,13568400
3770,4.10785,-4.40511,13572000
3771,4.10801,-4.40484,13575600
3772,4.10818,-4.40458,13579200
3773,4.10834,-4.40431,13582800
3774,4.10851,-4.40405,13586400
3775,4.10867,-4.40378,13590000
3776,4.10883,-4.40352,13593600
3777,4.109,-4.40325,13597200
3778,4.10916,-4.40299,13600800
3779,4.10932,-4.40272,13604400
3780,4.10949,-4.40246,13608000
3781,4.10965,-4.40219,13611600
3782,4.10981,-4.40193,13615200
3783,4.10998,-4.40166,13618800
3784,4.11014,-4.4014,13622400
3785,4.1103,-4.40114,13626000
3786,4.11047,-4.40087,13629600
3787,4.11063,-4.40061,13633200
3788,4.11079,-4.40034,13636800
3789,4.11096,-4.40008,13640400
3790,4.11112,-4.39982,13644000
3791,4.11128,-4.39955,13647600
3792,4.11145,-4.39929,13651200
3793,4.11161,-4.39902,13654800
3794,4.11177,-4.39876,13658400
3795,4.11194,-4.3985,13662000
3796,4.1121,-4.39823,13665600
3797,4.11226,-4.39797,13669200
3798,4.11242,-4.39771,13672800
3799,4.11259,-4.39744,13676400
3800,4.11275,-4.39718,13680000
3801,4.11291,-4.39692,13683600
3802,4.11308,-4.39665,13687200
3803,4.11324,-4.39639,13690800
3804,4.1134,-4.39613,13694400
3805,4.11356,-4.39587,13698000
3806,4.11373,-4.3956,13701600
3807,4.11389,-4.39534,13705200
3808,4.11405,-4.39508,13708800
3809,4.11421,-4.39482,13712400
3810,4.11437,-4.39455,13716000
3811,4.11454,-4.39429,13719600
3812,4.1147,-4.39403,13723200
3813,4.11486,-4.39377,13726800
3814,4.11502,-4.3935,13730400
3815,4.11519,-4.39324,13734000
3816,4.11535,-4.39298,13737600
3817,4.11551,-4.39272,13741200
3818,4.11567,-4.39246,13744800
3819,4.11583,-4.39219,13748400
3820,4.11599,-4.39193,13752000
3821,4.11616,-4.39167,13755600
3822,4.11632,-4.39141,13759200
3823,4.11648,-4.39115,13762800
3824,4.11664,-4.39088,13766400
3825,4.1168,-4.39062,13770000
3826,4.11696,-4.39036,13773600
3827,4.11713,-4.3901,13777200
3828,4.11729,-4.38984,13780800
3829,4.11745,-4.38958,13784400
3830,4.11761,-4.38932,13788000
3831,4.11777,-4.38906,13791600
3832,4.11793,-4.3888,13795200
3833,4.11809,-4.38853,13798800
3834,4.11826,-4.38827,13802400
3835,4.11842,-4.38801,13806000
3836,4.11858,-4.38775,13809600
3837,4.11874,-4.38749,13813200
3838,4.1189,-4.38723,13816800
3839,4.11906,-4.38697,13820400
3840,4.11922,-4.38671,13824000
3841,4.11938,-4.38645,13827600
3842,4.11954,-4.38619,13831200
3843,4.11971,-4.38593,13834800
3844,4.11987,-4.38567,13838400
3845,4.12003,-4.38541,13842000
3846,4.12019,-4.38515,13845600
3847,4.12035,-4.38489,13849200
3848,4.12051,-4.38463,13852800
3849,4.12067,-4.38437,13856400
3850,4.12083,-4.38411,13860000
3851,4.12099,-4.38385,13863600
3852,4.12115,-4.38359,13867200
3853,4.12131,-4.38333,13870800
3854,4.12147,-4.38307,13874400
3855,4.12163,-4.38281,13878000
3856,4.12179,-4.38255,13881600
3857,4.12195,-4.38229,13885200
3858,4.12211,-4.38203,13888800
3859,4.12227,-4.38177,13892400
3860,4.12243,-4.38151,13896000
3861,4.12259,-4.38126,13899600
3862,4.12275,-4.381,13903200
3863,4.12291,-4.38074,13906800
3864,4.12307,-4.38048,13910400
3865,4.12323,-4.38022,13914000
3866,4.12339,-4.37996,13917600
3867,4.12355,-4.3797,13921200
3868,4.12371,-4.37944,13924800
3869,4.12387,-4.37919,13928400
3870,4.12403,-4.37893,13932000
3871,4.12419,-4.37867,13935600
3872,4.12435,-4.37841,13939200
3873,4.12451,-4.37815,13942800
3874,4.12467,-4.37789,13946400
3875,4.12483,-4.37764,13950000
3876,4.12499,-4.37738,13953600
3877,4.12515,-4.37712,13957200
3878,4.12531,-4.37686,13960800
3879,4.12547,-4.3766,13964400
3880,4.12563,-4.37635,13968000
3881,4.12579,-4.37609,13971600
3882,4.12595,-4.37583,13975200
