Hour, Average fluid temperature (°C), HP Inlet fluid temperature (°C), HP Outlet fluid temperature (°C), Load on ground (W/m),  Heat pump power consumption (kWh)
1545,7.56,8.01,7.1,7.442,0.262
1546,7.55,8,7.09,7.441,0.262
1547,7.53,7.99,7.08,7.441,0.262
1548,7.52,7.98,7.07,7.44,0.262
1549,7.51,7.97,7.06,7.44,0.262
1550,7.5,7.96,7.04,7.439,0.262
1551,7.49,7.95,7.03,7.439,0.262
1552,7.48,7.94,7.02,7.438,0.262
1553,7.47,7.93,7.01,7.438,0.263
1554,7.46,7.92,7,7.437,0.263
1555,7.45,7.91,6.99,7.437,0.263
1556,7.44,7.9,6.98,7.437,0.263
1557,7.43,7.89,6.97,7.436,0.263
1558,7.42,7.88,6.96,7.436,0.263
1559,7.41,7.87,6.95,7.435,0.263
1560,7.4,7.86,6.95,7.435,0.263
1561,7.39,7.85,6.94,7.435,0.263
1562,7.38,7.84,6.93,7.434,0.263
1563,7.37,7.83,6.92,7.434,0.263
1564,7.37,7.82,6.91,7.433,0.263
1565,7.36,7.81,6.9,7.433,0.263
1566,7.35,7.8,6.89,7.433,0.263
1567,7.34,7.8,6.88,7.432,0.263
1568,7.33,7.79,6.87,7.432,0.263
1569,7.32,7.78,6.86,7.432,0.263
1570,7.31,7.77,6.86,7.431,0.263
1571,7.3,7.76,6.85,7.431,0.263
1572,7.3,7.75,6.84,7.43,0.263
1573,7.29,7.74,6.83,7.43,0.264
1574,7.28,7.74,6.82,7.43,0.264
1575,7.27,7.73,6.81,7.429,0.264
1576,7.26,7.72,6.81,7.429,0.264
1577,7.25,7.71,6.8,7.429,0.264
1578,7.25,7.7,6.79,7.428,0.264
1579,7.24,7.7,6.78,7.428,0.264
1580,7.23,7.69,6.77,7.428,0.264
1581,7.22,7.68,6.77,7.427,0.264
1582,7.22,7.67,6.76,7.427,0.264
1583,7.21,7.66,6.75,7.427,0.264
1584,7.2,7.66,6.74,7.426,0.264
1585,7.19,7.65,6.74,7.426,0.264
1586,7.19,7.64,6.73,7.426,0.264
1587,7.18,7.64,6.72,7.425,0.264
1588,7.17,7.63,6.72,7.425,0.264
1589,7.17,7.63,6.71,7.425,0.264
1590,7.16,7.62,6.71,7.425,0.264
1591,7.16,7.62,6.7,7.425,0.264
1592,7.15,7.61,6.7,7.424,0.264
1593,7.15,7.61,6.69,7.424,0.264
1594,7.15,7.6,6.69,7.424,0.264
1595,7.14,7.6,6.68,7.424,0.264
1596,7.14,7.59,6.68,7.424,0.264
1597,7.13,7.59,6.67,7.423,0.264
1598,7.13,7.58,6.67,7.423,0.264
1599,7.12,7.58,6.67,7.423,0.264
1600,7.12,7.57,6.66,7.423,0.264
1601,7.11,7.57,6.66,7.423,0.264
1602,7.11,7.56,6.65,7.422,0.264
1603,7.1,7.56,6.65,7.422,0.264
1604,7.1,7.56,6.64,7.422,0.265
1605,7.1,7.55,6.64,7.422,0.265
1606,7.09,7.55,6.63,7.422,0.265
1607,7.09,7.54,6.63,7.422,0.265
1608,7.08,7.54,6.63,7.421,0.265
1609,7.08,7.53,6.62,7.421,0.265
1610,7.07,7.53,6.62,7.421,0.265
1611,7.07,7.53,6.61,7.421,0.265
1612,7.07,7.52,6.61,7.421,0.265
1613,7.06,7.52,6.61,7.42,0.265
1614,7.06,7.51,6.6,7.42,0.265
1615,7.05,7.51,6.6,7.42,0.265
1616,7.05,7.51,6.59,7.42,0.265
1617,7.05,7.5,6.59,7.42,0.265
1618,7.04,7.5,6.59,7.42,0.265
1619,7.04,7.49,6.58,7.419,0.265
1620,7.03,7.49,6.58,7.419,0.265
1621,7.03,7.49,6.57,7.419,0.265
1622,7.03,7.48,6.57,7.419,0.265
1623,7.02,7.48,6.57,7.419,0.265
1624,7.02,7.47,6.56,7.419,0.265
1625,7.02,7.47,6.56,7.418,0.265
1626,7.01,7.47,6.56,7.418,0.265
1627,7.01,7.46,6.55,7.418,0.265
1628,7,7.46,6.55,7.418,0.265
1629,7,7.46,6.54,7.418,0.265
1630,7,7.45,6.54,7.418,0.265
1631,6.99,7.45,6.54,7.418,0.265
1632,6.99,7.45,6.53,7.417,0.265
1633,6.99,7.44,6.53,7.417,0.265
1634,6.98,7.44,6.53,7.417,0.265
1635,6.98,7.43,6.52,7.417,0.265
1636,6.98,7.43,6.52,7.417,0.265
1637,6.97,7.43,6.52,7.417,0.265
1638,6.97,7.42,6.51,7.416,0.265
1639,6.97,7.42,6.51,7.416,0.265
1640,6.96,7.42,6.51,7.416,0.265
1641,6.96,7.41,6.5,7.416,0.265
1642,6.95,7.41,6.5,7.416,0.265
1643,6.95,7.41,6.5,7.416,0.265
1644,6.95,7.4,6.49,7.416,0.265
1645,6.95,7.4,6.49,7.415,0.265
1646,6.94,7.4,6.49,7.415,0.265
1647,6.94,7.39,6.48,7.415,0.265
1648,6.94,7.39,6.48,7.415,0.265
1649,6.93,7.39,6.48,7.415,0.265
1650,6.93,7.38,6.47,7.415,0.265
1651,6.93,7.38,6.47,7.415,0.265
1652,6.92,7.38,6.47,7.414,0.265
1653,6.92,7.38,6.46,7.414,0.265
1654,6.92,7.37,6.46,7.414,0.265
1655,6.91,7.37,6.46,7.414,0.265
1656,6.91,7.37,6.45,7.414,0.266
1657,6.91,7.36,6.45,7.414,0.266
1658,6.9,7.36,6.45,7.414,0.266
1659,6.9,7.36,6.45,7.414,0.266
1660,6.9,7.35,6.44,7.413,0.266
1661,6.89,7.35,6.44,7.413,0.266
1662,6.89,7.35,6.44,7.413,0.266
1663,6.89,7.34,6.43,7.413,0.266
1664,6.89,7.34,6.43,7.413,0.266
1665,6.88,7.34,6.43,7.413,0.266
1666,6.88,7.34,6.42,7.413,0.266
1667,6.88,7.33,6.42,7.413,0.266
1668,6.87,7.33,6.42,7.412,0.266
1669,6.87,7.33,6.42,7.412,0.266
1670,6.87,7.32,6.41,7.412,0.266
1671,6.87,7.32,6.41,7.412,0.266
1672,6.86,7.32,6.41,7.412,0.266
1673,6.86,7.32,6.4,7.412,0.266
1674,6.86,7.31,6.4,7.412,0.266
1675,6.85,7.31,6.4,7.412,0.266
1676,6.85,7.31,6.4,7.411,0.266
1677,6.85,7.3,6.39,7.411,0.266
1678,6.85,7.3,6.39,7.411,0.266
1679,6.84,7.3,6.39,7.411,0.266
1680,6.84,7.3,6.39,7.411,0.266
1681,6.84,7.29,6.38,7.411,0.266
1682,6.84,7.29,6.38,7.411,0.266
1683,6.83,7.29,6.38,7.411,0.266
1684,6.83,7.29,6.37,7.41,0.266
1685,6.83,7.28,6.37,7.41,0.266
1686,6.83,7.28,6.37,7.41,0.266
1687,6.82,7.28,6.37,7.41,0.266
1688,6.82,7.28,6.36,7.41,0.266
1689,6.82,7.27,6.36,7.41,0.266
1690,6.81,7.27,6.36,7.41,0.266
1691,6.81,7.27,6.36,7.41,0.266
1692,6.81,7.27,6.35,7.41,0.266
1693,6.81,7.26,6.35,7.409,0.266
1694,6.8,7.26,6.35,7.409,0.266
1695,6.8,7.26,6.35,7.409,0.266
1696,6.8,7.26,6.34,7.409,0.266
1697,6.8,7.25,6.34,7.409,0.266
1698,6.79,7.25,6.34,7.409,0.266
1699,6.79,7.25,6.34,7.409,0.266
1700,6.79,7.25,6.33,7.409,0.266
1701,6.79,7.24,6.33,7.409,0.266
1702,6.79,7.24,6.33,7.409,0.266
1703,6.78,7.24,6.33,7.408,0.266
1704,6.78,7.24,6.33,7.408,0.266
1705,6.78,7.23,6.32,7.408,0.266
1706,6.78,7.23,6.32,7.408,0.266
1707,6.77,7.23,6.32,7.408,0.266
1708,6.77,7.23,6.32,7.408,0.266
1709,6.77,7.22,6.31,7.408,0.266
1710,6.77,7.22,6.31,7.408,0.266
1711,6.76,7.22,6.31,7.408,0.266
1712,6.76,7.22,6.31,7.408,0.266
1713,6.76,7.22,6.3,7.407,0.266
1714,6.76,7.21,6.3,7.407,0.266
1715,6.76,7.21,6.3,7.407,0.266
1716,6.75,7.21,6.3,7.407,0.266
1717,6.75,7.21,6.3,7.407,0.266
1718,6.75,7.2,6.29,7.407,0.266
1719,6.75,7.2,6.29,7.407,0.266
1720,6.74,7.2,6.29,7.407,0.266
1721,6.74,7.2,6.29,7.407,0.266
1722,6.74,7.2,6.28,7.407,0.266
1723,6.74,7.19,6.28,7.406,0.266
1724,6.74,7.19,6.28,7.406,0.266
1725,6.73,7.19,6.28,7.406,0.266
1726,6.73,7.19,6.28,7.406,0.266
1727,6.73,7.18,6.27,7.406,0.266
1728,6.73,7.18,6.27,7.406,0.266
1729,6.72,7.18,6.27,7.406,0.267
1730,6.72,7.18,6.27,7.406,0.267
1731,6.72,7.18,6.27,7.406,0.267
1732,6.72,7.17,6.26,7.406,0.267
1733,6.72,7.17,6.26,7.406,0.267
1734,6.71,7.17,6.26,7.405,0.267
1735,6.71,7.17,6.26,7.405,0.267
1736,6.71,7.17,6.25,7.405,0.267
1737,6.71,7.16,6.25,7.405,0.267
1738,6.71,7.16,6.25,7.405,0.267
1739,6.7,7.16,6.25,7.405,0.267
1740,6.7,7.16,6.25,7.405,0.267
1741,6.7,7.16,6.24,7.405,0.267
1742,6.7,7.15,6.24,7.405,0.267
1743,6.7,7.15,6.24,7.405,0.267
1744,6.69,7.15,6.24,7.405,0.267
1745,6.69,7.15,6.24,7.404,0.267
1746,6.69,7.15,6.23,7.404,0.267
1747,6.69,7.14,6.23,7.404,0.267
1748,6.69,7.14,6.23,7.404,0.267
1749,6.68,7.14,6.23,7.404,0.267
1750,6.68,7.14,6.23,7.404,0.267
1751,6.68,7.14,6.23,7.404,0.267
1752,6.68,7.13,6.22,7.404,0.267
1753,6.68,7.13,6.22,7.404,0.267
1754,6.67,7.13,6.22,7.404,0.267
1755,6.67,7.13,6.22,7.404,0.267
1756,6.67,7.13,6.22,7.404,0.267
1757,6.67,7.12,6.21,7.403,0.267
1758,6.67,7.12,6.21,7.403,0.267
1759,6.67,7.12,6.21,7.403,0.267
1760,6.66,7.12,6.21,7.403,0.267
1761,6.66,7.12,6.21,7.403,0.267
1762,6.66,7.11,6.2,7.403,0.267
1763,6.66,7.11,6.2,7.403,0.267
1764,6.66,7.11,6.2,7.403,0.267
1765,6.65,7.11,6.2,7.403,0.267
1766,6.65,7.11,6.2,7.403,0.267
1767,6.65,7.11,6.2,7.403,0.267
1768,6.65,7.1,6.19,7.403,0.267
1769,6.65,7.1,6.19,7.403,0.267
1770,6.65,7.1,6.19,7.402,0.267
1771,6.64,7.1,6.19,7.402,0.267
1772,6.64,7.1,6.19,7.402,0.267
1773,6.64,7.1,6.18,7.402,0.267
1774,6.64,7.09,6.18,7.402,0.267
1775,6.64,7.09,6.18,7.402,0.267
1776,6.63,7.09,6.18,7.402,0.267
1777,6.63,7.09,6.18,7.402,0.267
1778,6.63,7.09,6.18,7.402,0.267
1779,6.63,7.08,6.17,7.402,0.267
1780,6.63,7.08,6.17,7.402,0.267
1781,6.63,7.08,6.17,7.402,0.267
1782,6.62,7.08,6.17,7.402,0.267
1783,6.62,7.08,6.17,7.401,0.267
1784,6.62,7.08,6.17,7.401,0.267
1785,6.62,7.07,6.16,7.401,0.267
1786,6.62,7.07,6.16,7.401,0.267
1787,6.62,7.07,6.16,7.401,0.267
1788,6.61,7.07,6.16,7.401,0.267
1789,6.61,7.07,6.16,7.401,0.267
1790,6.61,7.07,6.16,7.401,0.267
1791,6.61,7.06,6.15,7.401,0.267
1792,6.61,7.06,6.15,7.401,0.267
1793,6.61,7.06,6.15,7.401,0.267
1794,6.6,7.06,6.15,7.401,0.267
1795,6.6,7.06,6.15,7.401,0.267
1796,6.6,7.06,6.15,7.4,0.267
1797,6.6,7.05,6.14,7.4,0.267
1798,6.6,7.05,6.14,7.4,0.267
1799,6.6,7.05,6.14,7.4,0.267
1800,6.59,7.05,6.14,7.4,0.267
1801,6.59,7.05,6.14,7.4,0.267
1802,6.59,7.05,6.14,7.4,0.267
1803,6.59,7.04,6.13,7.4,0.267
1804,6.59,7.04,6.13,7.4,0.267
1805,6.59,7.04,6.13,7.4,0.267
1806,6.59,7.04,6.13,7.4,0.267
1807,6.58,7.04,6.13,7.4,0.267
1808,6.58,7.04,6.13,7.4,0.267
1809,6.58,7.04,6.13,7.4,0.267
1810,6.58,7.03,6.12,7.4,0.267
1811,6.58,7.03,6.12,7.399,0.267
1812,6.58,7.03,6.12,7.399,0.267
1813,6.57,7.03,6.12,7.399,0.267
1814,6.57,7.03,6.12,7.399,0.267
1815,6.57,7.03,6.12,7.399,0.267
1816,6.57,7.02,6.11,7.399,0.267
1817,6.57,7.02,6.11,7.399,0.267
1818,6.57,7.02,6.11,7.399,0.267
1819,6.57,7.02,6.11,7.399,0.267
1820,6.56,7.02,6.11,7.399,0.267
1821,6.56,7.02,6.11,7.399,0.267
1822,6.56,7.02,6.11,7.399,0.267
1823,6.56,7.01,6.1,7.399,0.267
1824,6.56,7.01,6.1,7.399,0.267
1825,6.56,7.01,6.1,7.399,0.267
1826,6.56,7.01,6.1,7.398,0.267
1827,6.55,7.01,6.1,7.398,0.267
1828,6.55,7.01,6.1,7.398,0.267
1829,6.55,7.01,6.1,7.398,0.267
1830,6.55,7,6.09,7.398,0.267
1831,6.55,7,6.09,7.398,0.267
1832,6.55,7,6.09,7.398,0.267
1833,6.54,7,6.09,7.398,0.267
1834,6.54,7,6.09,7.398,0.267
1835,6.54,7,6.09,7.398,0.267
1836,6.54,7,6.09,7.398,0.267
1837,6.54,6.99,6.08,7.398,0.268
1838,6.54,6.99,6.08,7.398,0.268
1839,6.54,6.99,6.08,7.398,0.268
1840,6.54,6.99,6.08,7.398,0.268
1841,6.53,6.99,6.08,7.398,0.268
1842,6.53,6.99,6.08,7.397,0.268
1843,6.53,6.99,6.08,7.397,0.268
1844,6.53,6.98,6.07,7.397,0.268
1845,6.53,6.98,6.07,7.397,0.268
1846,6.53,6.98,6.07,7.397,0.268
1847,6.53,6.98,6.07,7.397,0.268
1848,6.52,6.98,6.07,7.397,0.268
1849,6.52,6.98,6.07,7.397,0.268
1850,6.52,6.98,6.07,7.397,0.268
1851,6.52,6.97,6.07,7.397,0.268
1852,6.52,6.97,6.06,7.397,0.268
1853,6.52,6.97,6.06,7.397,0.268
1854,6.52,6.97,6.06,7.397,0.268
1855,6.51,6.97,6.06,7.397,0.268
1856,6.51,6.97,6.06,7.397,0.268
1857,6.51,6.97,6.06,7.397,0.268
1858,6.51,6.97,6.06,7.397,0.268
1859,6.51,6.96,6.05,7.396,0.268
1860,6.51,6.96,6.05,7.396,0.268
1861,6.51,6.96,6.05,7.396,0.268
1862,6.51,6.96,6.05,7.396,0.268
1863,6.5,6.96,6.05,7.396,0.268
1864,6.5,6.96,6.05,7.396,0.268
1865,6.5,6.96,6.05,7.396,0.268
1866,6.5,6.95,6.05,7.396,0.268
1867,6.5,6.95,6.04,7.396,0.268
1868,6.5,6.95,6.04,7.396,0.268
1869,6.5,6.95,6.04,7.396,0.268
1870,6.5,6.95,6.04,7.396,0.268
1871,6.49,6.95,6.04,7.396,0.268
1872,6.49,6.95,6.04,7.396,0.268
1873,6.49,6.95,6.04,7.396,0.268
1874,6.49,6.94,6.04,7.396,0.268
1875,6.49,6.94,6.03,7.396,0.268
1876,6.49,6.94,6.03,7.396,0.268
1877,6.49,6.94,6.03,7.395,0.268
1878,6.49,6.94,6.03,7.395,0.268
1879,6.48,6.94,6.03,7.395,0.268
1880,6.48,6.94,6.03,7.395,0.268
1881,6.48,6.94,6.03,7.395,0.268
1882,6.48,6.93,6.03,7.395,0.268
1883,6.48,6.93,6.02,7.395,0.268
1884,6.48,6.93,6.02,7.395,0.268
1885,6.48,6.93,6.02,7.395,0.268
1886,6.48,6.93,6.02,7.395,0.268
1887,6.47,6.93,6.02,7.395,0.268
1888,6.47,6.93,6.02,7.395,0.268
1889,6.47,6.93,6.02,7.395,0.268
1890,6.47,6.93,6.02,7.395,0.268
1891,6.47,6.92,6.01,7.395,0.268
1892,6.47,6.92,6.01,7.395,0.268
1893,6.47,6.92,6.01,7.395,0.268
1894,6.47,6.92,6.01,7.395,0.268
1895,6.46,6.92,6.01,7.395,0.268
1896,6.46,6.92,6.01,7.394,0.268
1897,6.46,6.92,6.01,7.394,0.268
1898,6.46,6.92,6.01,7.394,0.268
1899,6.46,6.91,6.01,7.394,0.268
1900,6.46,6.91,6,7.394,0.268
1901,6.46,6.91,6,7.394,0.268
1902,6.46,6.91,6,7.394,0.268
1903,6.46,6.91,6,7.394,0.268
1904,6.45,6.91,6,7.394,0.268
1905,6.45,6.91,6,7.394,0.268
1906,6.45,6.91,6,7.394,0.268
1907,6.45,6.91,6,7.394,0.268
1908,6.45,6.9,5.99,7.394,0.268
1909,6.45,6.9,5.99,7.394,0.268
1910,6.45,6.9,5.99,7.394,0.268
1911,6.45,6.9,5.99,7.394,0.268
1912,6.44,6.9,5.99,7.394,0.268
1913,6.44,6.9,5.99,7.394,0.268
1914,6.44,6.9,5.99,7.394,0.268
1915,6.44,6.9,5.99,7.394,0.268
1916,6.44,6.89,5.99,7.393,0.268
1917,6.44,6.89,5.98,7.393,0.268
1918,6.44,6.89,5.98,7.393,0.268
1919,6.44,6.89,5.98,7.393,0.268
1920,6.44,6.89,5.98,7.393,0.268
1921,6.43,6.89,5.98,7.393,0.268
1922,6.43,6.89,5.98,7.393,0.268
1923,6.43,6.89,5.98,7.393,0.268
1924,6.43,6.89,5.98,7.393,0.268
1925,6.43,6.89,5.98,7.393,0.268
1926,6.43,6.88,5.97,7.393,0.268
1927,6.43,6.88,5.97,7.393,0.268
1928,6.43,6.88,5.97,7.393,0.268
1929,6.43,6.88,5.97,7.393,0.268
1930,6.43,6.88,5.97,7.393,0.268
1931,6.42,6.88,5.97,7.393,0.268
1932,6.42,6.88,5.97,7.393,0.268
1933,6.42,6.88,5.97,7.393,0.268
1934,6.42,6.88,5.97,7.393,0.268
1935,6.42,6.87,5.97,7.393,0.268
1936,6.42,6.87,5.96,7.393,0.268
1937,6.42,6.87,5.96,7.392,0.268
1938,6.42,6.87,5.96,7.392,0.268
1939,6.42,6.87,5.96,7.392,0.268
1940,6.41,6.87,5.96,7.392,0.268
1941,6.41,6.87,5.96,7.392,0.268
1942,6.41,6.87,5.96,7.392,0.268
1943,6.41,6.87,5.96,7.392,0.268
1944,6.41,6.87,5.96,7.392,0.268
1945,6.41,6.86,5.96,7.392,0.268
1946,6.41,6.86,5.95,7.392,0.268
1947,6.41,6.86,5.95,7.392,0.268
1948,6.41,6.86,5.95,7.392,0.268
1949,6.41,6.86,5.95,7.392,0.268
1950,6.4,6.86,5.95,7.392,0.268
1951,6.4,6.86,5.95,7.392,0.268
1952,6.4,6.86,5.95,7.392,0.268
1953,6.4,6.86,5.95,7.392,0.268
1954,6.4,6.85,5.95,7.392,0.268
1955,6.4,6.85,5.95,7.392,0.268
1956,6.4,6.85,5.94,7.392,0.268
1957,6.4,6.85,5.94,7.392,0.268
1958,6.4,6.85,5.94,7.392,0.268
1959,6.4,6.85,5.94,7.391,0.268
1960,6.39,6.85,5.94,7.391,0.268
1961,6.39,6.85,5.94,7.391,0.268
1962,6.39,6.85,5.94,7.391,0.268
1963,6.39,6.85,5.94,7.391,0.268
1964,6.39,6.84,5.94,7.391,0.268
1965,6.39,6.84,5.94,7.391,0.268
1966,6.39,6.84,5.93,7.391,0.268
1967,6.39,6.84,5.93,7.391,0.268
1968,6.39,6.84,5.93,7.391,0.268
1969,6.39,6.84,5.93,7.391,0.268
1970,6.38,6.84,5.93,7.391,0.268
1971,6.38,6.84,5.93,7.391,0.268
1972,6.38,6.84,5.93,7.391,0.268
1973,6.38,6.84,5.93,7.391,0.268
1974,6.38,6.84,5.93,7.391,0.268
1975,6.38,6.83,5.93,7.391,0.268
1976,6.38,6.83,5.92,7.391,0.268
1977,6.38,6.83,5.92,7.391,0.268
1978,6.38,6.83,5.92,7.391,0.268
1979,6.38,6.83,5.92,7.391,0.268
1980,6.38,6.83,5.92,7.391,0.268
1981,6.37,6.83,5.92,7.391,0.268
1982,6.37,6.83,5.92,7.391,0.268
1983,6.37,6.83,5.92,7.39,0.268
1984,6.37,6.83,5.92,7.39,0.268
1985,6.37,6.82,5.92,7.39,0.268
1986,6.37,6.82,5.92,7.39,0.268
1987,6.37,6.82,5.91,7.39,0.268
1988,6.37,6.82,5.91,7.39,0.268
1989,6.37,6.82,5.91,7.39,0.268
1990,6.37,6.82,5.91,7.39,0.268
1991,6.37,6.82,5.91,7.39,0.268
1992,6.36,6.82,5.91,7.39,0.268
1993,6.36,6.82,5.91,7.39,0.268
1994,6.36,6.82,5.91,7.39,0.268
1995,6.36,6.82,5.91,7.39,0.268
1996,6.36,6.81,5.91,7.39,0.268
1997,6.36,6.81,5.91,7.39,0.268
1998,6.36,6.81,5.9,7.39,0.268
1999,6.36,6.81,5.9,7.39,0.268
2000,6.36,6.81,5.9,7.39,0.268
2001,6.36,6.81,5.9,7.39,0.268
2002,6.36,6.81,5.9,7.39,0.268
2003,6.35,6.81,5.9,7.39,0.269
2004,6.35,6.81,5.9,7.39,0.269
2005,6.35,6.81,5.9,7.39,0.269
2006,6.35,6.81,5.9,7.39,0.269
2007,6.35,6.81,5.9,7.39,0.269
2008,6.35,6.8,5.9,7.389,0.269
2009,6.35,6.8,5.89,7.389,0.269
2010,6.35,6.8,5.89,7.389,0.269
2011,6.35,6.8,5.89,7.389,0.269
2012,6.35,6.8,5.89,7.389,0.269
2013,6.35,6.8,5.89,7.389,0.269
2014,6.34,6.8,5.89,7.389,0.269
2015,6.34,6.8,5.89,7.389,0.269
2016,6.34,6.8,5.89,7.389,0.269
2017,6.34,6.8,5.89,7.389,0.269
2018,6.34,6.8,5.89,7.389,0.269
2019,6.34,6.79,5.89,7.389,0.269
2020,6.34,6.79,5.89,7.389,0.269
2021,6.34,6.79,5.88,7.389,0.269
2022,6.34,6.79,5.88,7.389,0.269
2023,6.34,6.79,5.88,7.389,0.269
2024,6.34,6.79,5.88,7.389,0.269
2025,6.34,6.79,5.88,7.389,0.269
2026,6.33,6.79,5.88,7.389,0.269
2027,6.33,6.79,5.88,7.389,0.269
2028,6.33,6.79,5.88,7.389,0.269
2029,6.33,6.79,5.88,7.389,0.269
2030,6.33,6.79,5.88,7.389,0.269
2031,6.33,6.78,5.88,7.389,0.269
2032,6.33,6.78,5.88,7.389,0.269
2033,6.33,6.78,5.87,7.389,0.269
2034,6.33,6.78,5.87,7.388,0.269
2035,6.33,6.78,5.87,7.388,0.269
2036,6.33,6.78,5.87,7.388,0.269
2037,6.33,6.78,5.87,7.388,0.269
2038,6.32,6.78,5.87,7.388,0.269
2039,6.32,6.78,5.87,7.388,0.269
2040,6.32,6.78,5.87,7.388,0.269
2041,6.32,6.78,5.87,7.388,0.269
2042,6.32,6.78,5.87,7.388,0.269
2043,6.32,6.77,5.87,7.388,0.269
2044,6.32,6.77,5.87,7.388,0.269
2045,6.32,6.77,5.86,7.388,0.269
2046,6.32,6.77,5.86,7.388,0.269
2047,6.32,6.77,5.86,7.388,0.269
2048,6.32,6.77,5.86,7.388,0.269
2049,6.32,6.77,5.86,7.388,0.269
2050,6.31,6.77,5.86,7.388,0.269
2051,6.31,6.77,5.86,7.388,0.269
2052,6.31,6.77,5.86,7.388,0.269
2053,6.31,6.77,5.86,7.388,0.269
2054,6.31,6.77,5.86,7.388,0.269
2055,6.31,6.76,5.86,7.388,0.269
2056,6.31,6.76,5.86,7.388,0.269
2057,6.31,6.76,5.85,7.388,0.269
2058,6.31,6.76,5.85,7.388,0.269
2059,6.31,6.76,5.85,7.388,0.269
2060,6.31,6.76,5.85,7.388,0.269
2061,6.31,6.76,5.85,7.388,0.269
2062,6.31,6.76,5.85,7.388,0.269
2063,6.3,6.76,5.85,7.387,0.269
2064,6.3,6.76,5.85,7.387,0.269
2065,6.3,6.76,5.85,7.387,0.269
2066,6.3,6.76,5.85,7.387,0.269
2067,6.3,6.76,5.85,7.387,0.269
2068,6.3,6.75,5.85,7.387,0.269
2069,6.3,6.75,5.85,7.387,0.269
2070,6.3,6.75,5.84,7.387,0.269
2071,6.3,6.75,5.84,7.387,0.269
2072,6.3,6.75,5.84,7.387,0.269
2073,6.3,6.75,5.84,7.387,0.269
2074,6.3,6.75,5.84,7.387,0.269
2075,6.3,6.75,5.84,7.387,0.269
2076,6.29,6.75,5.84,7.387,0.269
2077,6.29,6.75,5.84,7.387,0.269
2078,6.29,6.75,5.84,7.387,0.269
2079,6.29,6.75,5.84,7.387,0.269
2080,6.29,6.75,5.84,7.387,0.269
2081,6.29,6.74,5.84,7.387,0.269
2082,6.29,6.74,5.84,7.387,0.269
2083,6.29,6.74,5.83,7.387,0.269
2084,6.29,6.74,5.83,7.387,0.269
2085,6.29,6.74,5.83,7.387,0.269
2086,6.29,6.74,5.83,7.387,0.269
2087,6.29,6.74,5.83,7.387,0.269
2088,6.29,6.74,5.83,7.387,0.269
2089,6.28,6.74,5.83,7.387,0.269
2090,6.28,6.74,5.83,7.387,0.269
2091,6.28,6.74,5.83,7.387,0.269
2092,6.28,6.74,5.83,7.386,0.269
2093,6.28,6.74,5.83,7.386,0.269
2094,6.28,6.74,5.83,7.386,0.269
2095,6.28,6.73,5.83,7.386,0.269
2096,6.28,6.73,5.83,7.386,0.269
2097,6.28,6.73,5.82,7.386,0.269
2098,6.28,6.73,5.82,7.386,0.269
2099,6.28,6.73,5.82,7.386,0.269
2100,6.28,6.73,5.82,7.386,0.269
2101,6.28,6.73,5.82,7.386,0.269
2102,6.28,6.73,5.82,7.386,0.269
2103,6.27,6.73,5.82,7.386,0.269
2104,6.27,6.73,5.82,7.386,0.269
2105,6.27,6.73,5.82,7.386,0.269
2106,6.27,6.73,5.82,7.386,0.269
2107,6.27,6.73,5.82,7.386,0.269
2108,6.27,6.72,5.82,7.386,0.269
2109,6.27,6.72,5.82,7.386,0.269
2110,6.27,6.72,5.82,7.386,0.269
2111,6.27,6.72,5.81,7.386,0.269
2112,6.27,6.72,5.81,7.386,0.269
2113,6.27,6.72,5.81,7.386,0.269
2114,6.27,6.72,5.81,7.386,0.269
2115,6.27,6.72,5.81,7.386,0.269
2116,6.27,6.72,5.81,7.386,0.269
2117,6.26,6.72,5.81,7.386,0.269
2118,6.26,6.72,5.81,7.386,0.269
2119,6.26,6.72,5.81,7.386,0.269
2120,6.26,6.72,5.81,7.386,0.269
2121,6.26,6.72,5.81,7.386,0.269
2122,6.26,6.72,5.81,7.386,0.269
2123,6.26,6.71,5.81,7.386,0.269
2124,6.26,6.71,5.81,7.385,0.269
2125,6.26,6.71,5.8,7.385,0.269
2126,6.26,6.71,5.8,7.385,0.269
2127,6.26,6.71,5.8,7.385,0.269
2128,6.26,6.71,5.8,7.385,0.269
2129,6.26,6.71,5.8,7.385,0.269
2130,6.26,6.71,5.8,7.385,0.269
2131,6.25,6.71,5.8,7.385,0.269
2132,6.25,6.71,5.8,7.385,0.269
2133,6.25,6.71,5.8,7.385,0.269
2134,6.25,6.71,5.8,7.385,0.269
2135,6.25,6.71,5.8,7.385,0.269
2136,6.25,6.71,5.8,7.385,0.269
2137,6.25,6.7,5.8,7.385,0.269
2138,6.25,6.7,5.8,7.385,0.269
2139,6.25,6.7,5.8,7.385,0.269
2140,6.25,6.7,5.79,7.385,0.269
2141,6.25,6.7,5.79,7.385,0.269
2142,6.25,6.7,5.79,7.385,0.269
2143,6.25,6.7,5.79,7.385,0.269
2144,6.25,6.7,5.79,7.385,0.269
2145,6.25,6.7,5.79,7.385,0.269
2146,6.24,6.7,5.79,7.385,0.269
2147,6.24,6.7,5.79,7.385,0.269
2148,6.24,6.7,5.79,7.385,0.269
2149,6.24,6.7,5.79,7.385,0.269
2150,6.24,6.7,5.79,7.385,0.269
2151,6.24,6.7,5.79,7.385,0.269
